,PAROLES,Dimension Dialogique,Domaine,Langue
15075,"avoir accès à plus de ressources quelqu'un qui n'a pas pu acheter une voiture parce qu'il n'avait pas d'argent s'il se trouve dans une communauté de dix personnes, il pourra y avoir accès",1,17,sq
15076,"La personne qui ne pouvait pas acheter une voiture n'avait pas d'argent, donc elle pourrait obtenir plus de richesse si elle était dans une communauté de dix personnes.",1,17,am
15077,"Obtenir plus de ressources Quelqu'un qui ne peut pas acheter de voiture parce qu'il n'a pas d'argent S'il faisait partie d'une communauté de dix personnes, il y aurait accès",1,17,ar
15078,"avoir accès à plus de ressources, quelqu'un qui n'a pas pu acheter une voiture parce qu'il n'avait pas d'argent, s'il fait partie d'une communauté de dix personnes, il pourra y avoir accès.",1,17,hy
15079,a accès à plus de ressources Quelqu'un qui ne peut pas acheter de voiture parce qu'il n'a pas d'argent pourra y accéder s'il vit dans une communauté de dix personnes,1,17,az
15080,accès à plus de ressources quelqu'un qui ne peut pas acheter de voiture parce qu'il n'a pas d'argent s'il vit dans une communauté de dix personnes y aura accès,1,17,eu
15081,"avoir accès à plus de ressources, quelqu'un qui n'a pas pu acheter de voiture parce qu'il n'avait pas d'argent, s'il est dans une communauté de dix personnes, il pourra y accéder",1,17,be
15082,Une personne qui n'a pas pu acheter une voiture a accès à plus de ressources parce qu'elle n'a pas l'argent auquel elle aurait accès si elle vivait dans une communauté de dix personnes.,1,17,bn
15083,ils ont accès à plus de ressources quelqu'un qui ne pouvait pas acheter de voiture parce qu'il n'avait pas d'argent s'il se trouve dans une communauté de dix personnes pourra y accéder,1,17,bs
15084,avoir accès à plus de ressources quelqu'un qui ne pouvait pas acheter de voiture parce qu'il n'avait pas d'argent s'il se trouve dans une communauté de dix personnes pourra y accéder,1,17,bg
15085,avoir accès à plus de ressources quelqu'un qui ne pourrait pas acheter de voiture parce qu'il n'avait pas d'argent s'il se trouve dans une communauté de dix personnes pourra y accéder,1,17,ca
15086,"avoir accès à plus de ressources quelqu'un qui ne peut pas acheter de voiture parce qu'il n'a pas d'argent s'il vit dans une communauté de dix personnes, il peut y accéder",1,17,ceb
15087,"pour avoir accès à beaucoup de choses, une personne qui ne peut pas acheter de voiture parce qu'elle n'a pas d'argent, si elle est dans un groupe de dix personnes, pourra les obtenir.",1,17,ny
15088,"Avoir accès à plus de ressources. Les gens qui ne peuvent pas acheter de voiture parce qu'ils n'ont pas d'argent, s'ils vivent dans une communauté de dix personnes, auront accès à ces ressources.",1,17,zh-cn
15089,"Avoir accès à plus de ressources. Les gens qui ne peuvent pas acheter de voiture parce qu'ils n'ont pas d'argent, s'ils vivent dans une communauté de dix personnes, auront accès à ces ressources.",1,17,zh-tw
15090,avoir accès à plus de ressources quelqu'un qui ne pouvait pas acheter de voiture parce qu'il n'avait pas d'argent s'il se trouve dans une communauté de dix personnes peut y avoir accès,1,17,co
15091,avoir accès à plus de ressources quelqu'un qui ne pouvait pas acheter de voiture parce qu'il n'avait pas d'argent s'il se trouve dans une communauté de dix personnes pourra y accéder,1,17,hr
15092,avoir accès à plus de ressources quelqu'un qui ne pouvait pas acheter de voiture parce qu'il n'avait pas d'argent s'il y a dix personnes dans la communauté à qui il aura accès,1,17,cs
15093,"avoir accès à plus de ressources une personne qui n'a pas pu acheter une voiture parce qu'elle n'avait pas d'argent si elle est dans une société de dix personnes, elle pourra y accéder",1,17,da
15094,"avoir accès à plus de ressources quelqu'un qui n'a pas pu acheter une voiture parce qu'il n'avait pas d'argent, s'il est dans une communauté de dix personnes, il pourra y accéder",1,17,nl
15095,"avoir accès à plus de ressources quelqu'un qui n'a pas pu acheter une voiture parce qu'il n'avait pas d'argent s'il est dans une communauté de dix personnes, il pourra y avoir accès",1,17,en
15096,"Pour avoir accès à plus de ressources, quelqu'un qui ne peut pas acheter de voiture parce qu'il n'a pas d'argent, s'il est dans une communauté de dix personnes, pourra y avoir accès.",1,17,eo
15097,"accéder à plus de ressources pour quelqu'un qui ne pouvait pas acheter de voiture parce qu'il n'avait pas d'argent, s'il vit dans une communauté de dix personnes, il a accès à",1,17,et
15098,"avoir accès à plus de ressources quelqu'un qui ne peut pas acheter de voiture parce qu'il n'a pas d'argent s'il est dans une communauté de dix personnes, il y aura accès",1,17,tl
15099,"obtenir plus de ressources quelqu'un qui ne pouvait pas acheter de voiture parce qu'il n'avait pas d'argent s'il est dans une communauté de dix personnes, il peut les utiliser",1,17,fi
15100,"avoir accès à plus de ressources quelqu'un qui ne pouvait pas acheter de voiture parce qu'il n'avait pas d'argent s'il est dans une communauté de dix personnes, il pourra y avoir accès",1,17,fy
15101,avoir accès à plus de ressources quelqu'un qui ne pouvait pas acheter de voiture parce qu'il n'avait pas d'argent s'il se trouve dans une communauté de dix personnes pourra y accéder,1,17,gl
15102,"avoir accès à plus de ressources pour ceux qui ne peuvent pas acheter de voiture parce qu'ils n'ont pas d'argent, s'ils sont dans une communauté de dix personnes, ils auront accès à",1,17,ka
15103,"Quelqu'un qui n'a pas pu acheter une voiture parce qu'il n'avait pas d'argent a accès à plus de ressources, s'il vit dans une communauté de dix personnes, il peut y accéder",1,17,de
15104,ils ont accès à plus de ressources quelqu'un qui ne pouvait pas acheter de voiture parce qu'il n'avait pas d'argent s'il se trouve dans une communauté de dix personnes pourra y accéder,1,17,el
15105,Une personne ayant accès à plus de ressources que quelqu'un qui n'est pas en mesure d'acheter une voiture parce qu'elle n'a pas d'argent pourrait y accéder si elle se trouvait dans une communauté de dix personnes.,1,17,gu
15106,avoir accès à plus de ressources une personne qui ne pouvait pas acheter de voiture parce qu'elle n'avait pas d'argent si elle se trouve dans une communauté de dix personnes pourra y accéder,1,17,ht
15107,"ils ont accès à plus de ressources qu'ils ne pourraient pas acheter une voiture parce qu'ils n'ont pas d'argent s'ils sont dans une communauté de dix personnes, ils peuvent se le permettre.",1,17,ha
15108,"ont plus de ressources et ne peuvent pas acheter une voiture parce qu'ils n'ont pas d'argent s'ils sont dans une communauté de dix personnes, ils peuvent se le permettre",1,17,haw
15109,avoir accès à plus de ressources quelqu'un qui n'a pas pu acheter une voiture parce qu'il n'avait pas d'argent s'il est dans une communauté de dix personnes auquel il pourra accéder,1,17,iw
15110,avoir accès à plus de ressources quelqu'un qui n'a pas pu acheter une voiture parce qu'il n'avait pas d'argent s'il est dans une communauté de dix personnes auquel il pourra accéder,1,17,he
15111,"Avoir accès à plus de ressources, les personnes qui n'ont pas pu acheter de voiture parce qu'elles n'avaient pas d'argent pourront y accéder si elles sont dans une communauté de dix personnes",1,17,hi
15112,"capables d'utiliser de nombreuses personnes ne peuvent pas se permettre d'acheter une voiture parce qu'elles n'ont pas d'argent s'ils vivent dans une communauté de dix personnes, ils pourront y accéder",1,17,hmn
15113,"quelqu'un qui ne pouvait pas acheter de voiture parce qu'il n'avait pas d'argent peut obtenir plus de ressources, s'il est dans une communauté de dix personnes, il y aura accès",1,17,hu
15114,"avoir accès à plus de ressources quelqu'un qui ne pouvait pas acheter de voiture parce qu'il n'avait pas d'argent s'il se trouve dans une communauté de dix personnes, il pourra y avoir accès",1,17,is
15115,"obtenir plus de biens quelqu'un qui ne peut pas acheter de voiture parce qu'il n'a pas d'argent et s'il est dans une ville de dix habitants, il pourra les obtenir.",1,17,ig
15116,"avoir accès à plus de ressources quelqu'un qui ne peut pas acheter de voiture parce qu'il n'a pas d'argent s'il était dans une communauté de dix personnes, il pourrait avoir accès à ces ressources",1,17,id
15117,"avoir accès à plus de ressources quelqu'un qui ne pouvait pas acheter de voiture parce qu'il n'avait pas d'argent s'il est dans une communauté de dix, il pourra y avoir accès",1,17,ga
15118,avoir accès à plus de ressources quelqu'un qui ne pouvait pas acheter de voiture parce qu'il n'avait pas d'argent s'il se trouve dans une communauté de dix personnes pourra y avoir accès,1,17,it
15119,"Vous aurez accès à plus de ressources. Si vous êtes dans une communauté de 10 personnes qui n'ont pas les moyens de se payer une voiture, vous y aurez accès.",1,17,ja
15120,avoir accès à plus de ressources les gens qui ne peuvent pas acheter de voiture parce qu'ils n'ont pas d'argent s'ils sont dans une communauté de dix personnes auxquels ils pourront accéder,1,17,jw
15121,"Une personne ayant accès à plus de ressources ne pouvait pas se permettre une voiture, car si elle se trouvait dans une communauté de dix personnes, elle pourrait y accéder.",1,17,kn
15122,Une personne qui n'a pas les moyens d'acheter une voiture parce qu'elle n'a pas d'argent a accès à plus de ressources que si elle vivait dans une communauté de dix personnes.,1,17,kk
15123,"Accès à plus de ressources Les personnes qui n'ont pas les moyens d'acheter une voiture parce qu'elles n'ont pas d'argent, si elles sont dans une communauté de 10 personnes, elles pourront l'utiliser",1,17,km
15124,"Vous avez accès à plus de ressources. Si vous appartenez à une communauté de 10 personnes qui ne peuvent pas se permettre d'acheter une voiture parce qu'elles n'ont pas d'argent, elles auront accès à une voiture.",1,17,ko
15125,accès à plus de ressources quelqu'un qui ne peut pas acheter de voiture parce qu'il n'a pas d'argent pourrait y avoir accès s'il se trouvait dans une communauté de dix personnes.,1,17,ku
15126,Une personne qui ne peut pas acheter de voiture parce qu'elle n'a pas d'argent a accès à plus de ressources que si elle vivait dans une communauté de dix personnes.,1,17,ky
15127,"Ceux qui ne peuvent pas acheter de voiture parce qu'ils n'ont pas d'argent ont accès à plus de ressources. S'ils sont dans une communauté de dix personnes, ils pourront y accéder.",1,17,lo
15128,accès à plus de ressources quelqu'un qui ne pourrait pas acheter une voiture parce qu'il n'avait pas d'argent si dix personnes de la communauté pouvaient y avoir accès,1,17,la
15129,"peuvent accéder à plus de ressources pour quelqu'un qui n'a pas pu acheter de voiture parce qu'il n'avait pas d'argent, s'il fait partie d'une communauté de dix personnes, il pourra y accéder",1,17,lv
15130,"avoir accès à plus de ressources quelqu'un qui n'a pas pu acheter une voiture parce qu'il n'avait pas d'argent, s'il y a dix personnes dans la communauté, il pourra y avoir accès",1,17,lt
15131,"avoir accès à plus de ressources quelqu'un qui n'a pas pu acheter une voiture parce qu'il n'avait pas d'argent s'il vit dans une communauté de dix personnes, alors il peut y avoir accès",1,17,lb
15132,avoir accès à plus de ressources quelqu'un qui ne pouvait pas acheter de voiture parce qu'il n'avait pas d'argent s'il se trouve dans une communauté de dix personnes pourra y accéder,1,17,mk
15133,une personne qui ne pouvait pas se permettre une voiture parce qu'elle n'avait pas d'argent a plus accès aux ressources que dans une communauté où dix personnes peuvent se le permettre,1,17,mg
15134,avoir accès à plus de ressources quelqu'un qui ne peut pas acheter de voiture parce qu'il n'a pas d'argent s'il est dans une communauté de dix personnes auquel il pourra accéder,1,17,ms
15135,Une personne qui n'a pas les moyens d'acheter une voiture parce qu'elle n'a pas d'argent aura accès à plus de ressources que si elle vivait dans une communauté de dix personnes.,1,17,ml
15136,"avoir accès à plus de ressources quelqu'un qui ne pouvait pas acheter de voiture parce qu'il n'avait pas d'argent s'il est dans une communauté de dix personnes, il peut y avoir accès",1,17,mt
15137,"Pour avoir accès à d'autres ressources, il ne pouvait pas acheter de voiture parce qu'il n'avait pas d'argent s'il y avait dix personnes dans la communauté pour les rejoindre.",1,17,mi
15138,Une personne qui ne peut pas acheter une voiture a accès à plus de ressources parce qu'elle n'a pas d'argent que si elle se trouvait dans une communauté de dix personnes qui pourraient y avoir accès.,1,17,mr
15139,Une personne qui ne pouvait pas se permettre une voiture en raison du manque d'argent aurait plus de ressources et y aurait accès si elle vivait dans une communauté de dix personnes.,1,17,mn
15140,"Si une communauté de dix personnes ne peut pas acheter une voiture parce qu’elle n’a pas d’argent, elle aura plus de ressources qu’autrement.",1,17,my
15141,Les personnes qui n'ont pas les moyens d'acheter une voiture ont accès à plus de ressources que si elles vivaient dans une communauté de dix personnes sans argent.,1,17,ne
15142,"avoir accès à plus de ressources quelqu'un qui n'a pas pu acheter une voiture parce qu'il n'avait pas d'argent s'il est dans une communauté de dix personnes, il pourra y avoir accès",1,17,no
15143,Une personne qui n'est pas en mesure d'acheter une voiture parce qu'elle n'a pas d'argent dispose de davantage de ressources que si elle vivait dans une communauté de dix personnes.,1,17,or
15144,Avoir accès à plus de ressources que les personnes qui ne peuvent pas se permettre une voiture parce qu'elles n'ont pas d'argent pourraient y accéder si elles vivaient dans une communauté de 10 personnes.,1,17,ps
15145,Avoir accès à plus de ressources Quelqu'un qui ne peut pas acheter de voiture parce qu'il n'a pas d'argent peut y avoir accès s'il fait partie d'une société de dix personnes.,1,17,fa
15146,avoir accès à plus de ressources quelqu'un qui n'a pas pu acheter de voiture parce qu'il n'avait pas d'argent s'il se trouve dans une communauté de dix personnes pourra y accéder,1,17,pl
15147,avoir accès à plus de ressources quelqu'un qui ne pouvait pas acheter de voiture parce qu'il n'avait pas d'argent s'il se trouve dans une communauté de dix personnes pourra y avoir accès,1,17,pt
15148,Quelqu'un qui n'a pas pu acheter une voiture parce qu'il n'avait pas d'argent a accès à plus de ressources que s'il vivait dans une communauté de dix personnes.,1,17,pa
15149,ils ont accès à plus de ressources quelqu'un qui ne pouvait pas acheter de voiture parce qu'il n'avait pas d'argent s'il se trouve dans une communauté de dix personnes pourra y accéder,1,17,ro
15150,"avoir accès à plus de ressources quelqu'un qui n'a pas pu acheter une voiture parce qu'il n'avait pas d'argent, s'il est dans une communauté de dix personnes, il pourra y accéder",1,17,ru
15151,"Pour avoir accès à certaines ressources, on ne peut pas acheter une voiture parce qu'ils n'ont pas d'argent. S'ils sont dans un groupe de dix personnes, ils peuvent les obtenir.",1,17,sm
15152,"avoir accès à plus de ressources quelqu'un qui ne pouvait pas se permettre une voiture parce qu'il n'avait pas d'argent s'il est dans une communauté de dix, il peut y avoir accès",1,17,gd
15153,ils ont accès à plus de ressources quelqu'un qui ne pouvait pas acheter de voiture parce qu'il n'avait pas d'argent s'il se trouve dans une communauté de dix personnes pourra y accéder,1,17,sr
15154,"Pour obtenir beaucoup d'équipement, une personne qui ne peut pas acheter de voiture parce qu'elle n'a pas d'argent, si elle se trouve dans une communauté de dix personnes, pourra les obtenir.",1,17,st
15155,"Pour obtenir d'autres choses, une personne qui n'a pas pu acheter une voiture parce qu'elle n'avait pas d'argent, si elle fait partie d'une communauté de 10 personnes, elle pourra l'obtenir.",1,17,sn
15156,"Plus de ressources sont accessibles à quelqu'un qui n'a pas pu acheter une voiture parce qu'il n'avait pas d'argent que s'il vivait dans une communauté de dix personnes, il y aurait accès.",1,17,sd
15157,Accès à plus de ressources Une personne qui n'a pas les moyens d'acheter une voiture parce qu'elle n'a pas d'argent peut y accéder si elle vit dans une communauté de dix personnes.,1,17,si
15158,avoir accès à plus de ressources quelqu'un qui ne pouvait pas acheter de voiture parce qu'il n'avait pas d'argent s'il était dans une communauté de dix personnes aura accès à,1,17,sk
15159,"avoir accès à plus de ressources quelqu'un qui n'a pas pu acheter une voiture parce qu'il n'avait pas d'argent, s'il est dans une communauté de dix personnes, il pourra y avoir accès",1,17,sl
15160,"ils peuvent trouver plus de ressources pour quelqu'un qui n'a pas les moyens d'acheter une voiture parce qu'il n'a pas d'argent s'il est dans la communauté, dix personnes pourront y accéder.",1,17,so
15161,"avoir accès à plus de ressources, quelqu'un qui n'a pas pu acheter une voiture parce qu'il n'avait pas d'argent, s'il est dans une communauté de dix personnes, pourra y avoir accès",1,17,es
15162,"avoir accès à plus de ressources quelqu'un qui ne peut pas acheter de voiture parce qu'il n'a pas d'argent s'il est dans une communauté de dix personnes, il pourra y avoir accès",1,17,su
15163,"pour obtenir plus de ressources, quelqu'un qui ne pouvait pas acheter une voiture parce qu'il n'avait pas d'argent s'il se trouvait dans une communauté de dix personnes pourra l'obtenir.",1,17,sw
15164,"avoir accès à plus de ressources quelqu'un qui ne pouvait pas acheter de voiture parce qu'il n'avait pas d'argent s'il se trouve dans une communauté de dix personnes, il pourra y avoir accès",1,17,sv
15165,"avoir accès à plus de ressources qu'une personne qui ne peut pas acheter de voiture parce qu'elle n'a pas d'argent, si elle était dans une communauté de dix personnes, elle pourrait avoir accès à",1,17,tg
15166,"Si quelqu'un fait partie d'une communauté de dix personnes et ne peut pas se permettre une voiture en raison du manque d'argent, il peut le rejoindre.",1,17,ta
15167,Les personnes ayant accès à plus de ressources et qui ne pouvaient pas acheter de voiture faisaient partie d'une communauté de dix personnes parce qu'elles n'avaient pas l'argent pour y accéder.,1,17,te
15168,"Accès à des ressources supplémentaires Les personnes qui ne peuvent pas acheter de voiture par manque d’argent, si elles vivent dans une communauté de 10 personnes, y auront accès.",1,17,th
15169,Ils auront accès à plus de ressources. Quelqu'un qui ne peut pas acheter de voiture parce qu'il n'a pas d'argent pourra accéder à ces ressources s'il se trouve dans une communauté de dix personnes.,1,17,tr
15170,"avoir accès à plus de ressources quelqu'un qui n'a pas pu acheter une voiture parce qu'il n'avait pas d'argent, s'il est dans une communauté de dix personnes, il pourra y accéder",1,17,uk
15171,Accéder à plus de ressources à quelqu'un qui n'a pas pu acheter une voiture parce qu'il n'avait pas l'argent auquel il aurait accès s'il vivait dans une communauté de dix personnes.,1,17,ur
15172,Quelqu'un qui n'a pas les moyens d'acheter une voiture a plus de ressources parce qu'il peut se le permettre s'il vit dans une communauté de dix personnes.,1,17,ug
15173,"ceux qui ont accès à plus de ressources, s'ils sont dans une équipe de dix, ceux qui ne peuvent pas se permettre une voiture parce qu'ils n'ont pas d'argent y auront accès.",1,17,uz
15174,"avoir accès à plus de ressources, les gens qui ne peuvent pas acheter de voiture parce qu'ils n'ont pas d'argent s'ils sont dans une communauté de 10 personnes, ils pourront accéder à ces ressources",1,17,vi
15175,"accéder à plus de ressources quelqu'un qui ne pouvait pas acheter de voiture parce qu'il n'avait pas d'argent s'il se trouve dans une communauté de dix personnes, il pourra y accéder",1,17,cy
15176,"ils ont accès à plus d'avantages qu'une personne qui n'a pas pu acheter de voiture parce qu'elle n'avait pas d'argent, si elle fait partie d'un foyer de dix personnes, elle pourra y avoir accès.",1,17,xh
15177,"avoir accès à plus de ressources quelqu'un qui n'est pas en mesure d'acheter une voiture parce qu'il n'a pas d'argent s'il est dans une communauté de dix personnes, il peut y avoir accès",1,17,yi
15178,"avoir accès à plus de ressources quelqu'un qui ne peut pas acheter de voiture parce qu'il n'a pas d'argent s'il est dans la zone de dix personnes, il pourra y accéder.",1,17,yo
15179,"ils ont obtenu plus de services, une personne qui ne pouvait pas acheter de voiture parce qu'elle n'avait pas d'argent si elle se trouve dans une communauté de dix personnes pourra y accéder",1,17,zu
15180,"Je voulais aussi mettre en avant un cadre de vie agréable, car vivre dans des immeubles c'est bien, mais si c'est moche c'est aussi morose.",2,18,af
15181,"Je voulais aussi mettre l'accent sur un cadre de vie agréable, car vivre dans des immeubles, c'est bien, mais s'ils sont moches, c'est quand même sinistre.",2,18,sq
15182,"Je voulais aussi mettre l'accent sur un cadre de vie agréable car il fait bon vivre dans des immeubles, mais s'ils sont moches, il fait quand même sombre.",2,18,am
15183,J'ai aussi voulu mettre en avant un cadre de vie agréable car vivre dans des immeubles c'est beau mais s'ils sont laids ils sont aussi sombres.,2,18,ar
15184,"Je voulais aussi mettre en valeur l'environnement agréable, car c'est agréable de vivre dans des immeubles, mais s'ils sont laids, c'est aussi sinistre.",2,18,hy
15185,"Je voulais aussi mettre l'accent sur un cadre de vie agréable, car vivre dans des immeubles, c'est bien, mais même s'ils sont laids, ils restent sombres.",2,18,az
15186,"Je voulais aussi souligner le cadre de vie agréable, car vivre dans des immeubles c'est bien, mais s'ils sont moches, c'est quand même morose.",2,18,eu
15187,"Je voulais aussi mettre l'accent sur un cadre de vie agréable, car les immeubles sont agréables à vivre, mais s'ils sont laids, c'est quand même sombre.",2,18,be
15188,"Je voulais aussi mettre en avant un cadre de vie agréable car c'est agréable de vivre dans des immeubles mais s'ils sont moches, c'est quand même déprimant.",2,18,bn
15189,"Je voulais aussi mettre en avant un environnement agréable à vivre, car c'est bien de vivre dans des immeubles, mais s'ils sont moches, c'est quand même morose.",2,18,bs
15190,"Je voulais aussi souligner le cadre de vie agréable, car vivre dans des immeubles c'est bien, mais s'ils sont moches, c'est quand même morose.",2,18,bg
15191,Je voulais aussi mettre l'accent sur un cadre de vie agréable car vivre dans des immeubles c'est bien mais s'ils sont moches c'est aussi morose.,2,18,ca
15192,Je veux aussi promouvoir un cadre de vie agréable car vivre dans des immeubles c'est bien mais si c'est moche c'est aussi sombre.,2,18,ceb
15193,Je voulais aussi mettre en avant un endroit où il fait bon vivre car vivre dans une maison c'est bien mais si c'est mal c'est triste.,2,18,ny
15194,"Je veux aussi mettre l'accent sur un environnement agréable à vivre, car c'est bien de vivre dans des immeubles, mais s'ils sont moches, c'est quand même morose.",2,18,zh-cn
15195,"Je veux aussi mettre l'accent sur un environnement agréable à vivre, car c'est bien de vivre dans des immeubles, mais s'ils sont moches, c'est quand même morose.",2,18,zh-tw
15196,"Je voulais aussi mettre en avant un cadre de vie agréable car vivre dans des immeubles c'est bien, mais s'ils sont moches il fait aussi sombre.",2,18,co
15197,"Je voulais aussi souligner le cadre de vie agréable, car vivre dans des immeubles c'est bien, mais s'ils sont moches, c'est quand même morose.",2,18,hr
15198,"Je voulais aussi mettre en avant un environnement agréable à vivre, car vivre dans des immeubles c'est bien, mais s'ils sont moches, c'est quand même sinistre.",2,18,cs
15199,"Je soulignerais aussi un cadre de vie agréable, car c'est bien de vivre dans des immeubles, mais s'ils sont moches, c'est quand même sinistre.",2,18,da
15200,"Je voulais aussi attirer l'attention sur un cadre de vie agréable, car vivre dans des immeubles c'est bien, mais s'ils sont moches, c'est quand même morose.",2,18,nl
15201,Je voulais aussi mettre en avant un cadre de vie agréable car vivre dans des immeubles c’est bien mais s’ils sont moches c’est quand même morose aussi.,2,18,en
15202,"Je voulais aussi mettre en avant un cadre de vie agréable car vivre dans des immeubles c'est bien mais s'ils sont moches, c'est aussi triste.",2,18,eo
15203,"Je voulais aussi mettre en avant un cadre de vie agréable, car c'est bien de vivre dans des immeubles, mais s'ils sont moches, c'est quand même morose.",2,18,et
15204,Je veux aussi mettre en avant un cadre de vie agréable car vivre dans des immeubles c'est beau mais s'ils sont moches il fait quand même sombre.,2,18,tl
15205,"Je voulais aussi mettre l'accent sur un cadre de vie agréable, car vivre dans des immeubles c'est bien, mais s'ils sont moches, c'est quand même morose.",2,18,fi
15206,Je voulais aussi mettre en avant un cadre de vie confortable car vivre dans des immeubles c'est bien mais s'ils sont moches c'est aussi morose.,2,18,fy
15207,J'ai aussi voulu mettre en avant un cadre de vie agréable car vivre dans des immeubles c'est bien mais s'ils sont moches c'est aussi morose.,2,18,gl
15208,"J'ai aussi voulu mettre en avant un cadre de vie agréable, car vivre dans des immeubles c'est bien, mais s'ils sont moches, ils restent lugubres.",2,18,ka
15209,"Je voulais aussi mettre l'accent sur un cadre de vie agréable, car vivre dans des immeubles, c'est beau, mais même s'ils sont laids, ça reste morose.",2,18,de
15210,"Je voulais aussi souligner un cadre de vie agréable car vivre dans des immeubles c'est bien, mais si c'est moche c'est quand même morose.",2,18,el
15211,"Je voulais aussi mettre en avant un cadre de vie agréable car il fait bon être dans les immeubles mais s'ils sont moches, ils restent sombres.",2,18,gu
15212,Je voulais aussi mettre l'accent sur un beau cadre de vie car vivre dans des immeubles c'est beau mais s'ils sont moches c'est quand même morose aussi.,2,18,ht
15213,Je voulais aussi mettre en avant la qualité de vie car vivre dans des immeubles c'est bien mais s'ils sont bons il fait quand même sombre aussi.,2,18,ha
15214,"Je voulais aussi montrer un style de vie confortable car vivre dans des maisons c'est beau mais si elles sont sales, il fait aussi sombre.",2,18,haw
15215,Je voulais aussi mettre l'accent sur un cadre de vie agréable car vivre dans des immeubles c'est bien mais s'ils sont moches c'est quand même trop morose.,2,18,iw
15216,Je voulais aussi mettre l'accent sur un cadre de vie agréable car vivre dans des immeubles c'est bien mais s'ils sont moches c'est quand même trop morose.,2,18,he
15217,J'ai aussi voulu mettre en avant un cadre de vie agréable car il est agréable de vivre dans des immeubles mais c'est aussi décevant s'ils sont moches.,2,18,hi
15218,Je veux aussi dire que l'endroit est magnifique car il est dans un bon immeuble mais s'ils sont moches il fait quand même sombre.,2,18,hmn
15219,"Je voulais aussi souligner le cadre de vie agréable, car il fait bon vivre dans les immeubles, mais s'ils sont moches, c'est quand même morose.",2,18,hu
15220,"Je voulais aussi mettre l'accent sur un cadre de vie agréable car il fait bon vivre dans des immeubles mais s'ils sont moches, il fait quand même sombre.",2,18,is
15221,"Je veux aussi mettre en valeur les belles maisons car vivre dans des maisons c'est bien mais si elles sont laides, il fait quand même sombre.",2,18,ig
15222,Je veux aussi mettre en avant un cadre de vie agréable car vivre dans un immeuble c'est bien mais si c'est moche c'est quand même morose aussi.,2,18,id
15223,Je voulais aussi attirer l'attention sur un cadre de vie agréable car vivre dans des immeubles c'est bien mais s'ils sont moches c'est quand même morose aussi.,2,18,ga
15224,J'ai aussi voulu mettre en avant un cadre de vie agréable car vivre dans des immeubles c'est beau mais s'ils sont moches c'est aussi morose.,2,18,it
15225,"Vivre dans un immeuble, c'est bien, mais si c'est moche, il fait quand même sombre, j'ai donc voulu mettre également l'accent sur un cadre de vie confortable.",2,18,ja
15226,Je veux aussi souligner le cadre de vie agréable car j'habite dans un bon immeuble mais si c'est moche c'est quand même morose.,2,18,jw
15227,Je veux mettre en avant un cadre de vie agréable car il fait bon vivre dans des immeubles mais s'ils sont sales il fait quand même sombre.,2,18,kn
15228,"Je voulais aussi mettre l'accent sur un cadre de vie agréable, car c'est agréable de vivre dans des immeubles, mais c'est aussi triste s'ils sont moches.",2,18,kk
15229,"Je veux aussi souligner le cadre de vie agréable car vivre dans un immeuble c'est bien, mais si c'est mauvais c'est quand même morose.",2,18,km
15230,"Je voulais également mettre l'accent sur un cadre de vie confortable. C'est bien de vivre dans un immeuble, mais c'est aussi déprimant s'il est moche.",2,18,ko
15231,Je voulais aussi mettre en avant un cadre de vie agréable car c'est agréable de vivre dans des immeubles mais c'est quand même moche s'ils sont moches.,2,18,ku
15232,"Je voulais aussi mettre l'accent sur le cadre de vie agréable, car vivre dans des immeubles c'est bien, mais s'ils sont moches, il fait quand même sombre.",2,18,ky
15233,Je veux aussi me concentrer sur un cadre de vie heureux car vivre dans un immeuble c'est beau mais s'il est moche il fait aussi sombre.,2,18,lo
15234,"J'ai aussi voulu souligner le cadre de vie agréable, qui est agréable pour les habitants des immeubles, mais s'il est moche, il est aussi triste.",2,18,la
15235,"Je voulais aussi mettre en avant un cadre de vie agréable, car les bâtiments sont agréables à vivre, mais s'ils sont laids, ils sont aussi sombres.",2,18,lv
15236,"Je voulais aussi mettre l'accent sur un cadre de vie agréable, car vivre dans des immeubles c'est beau, mais s'ils sont laids, c'est aussi morose.",2,18,lt
15237,"J'ai aussi voulu mettre en avant un cadre de vie agréable, car vivre dans des immeubles c'est bien, mais quand ils sont moches c'est quand même morose.",2,18,lb
15238,"Je voulais aussi mettre en avant un cadre de vie agréable car vivre dans des immeubles c'est bien, mais si c'est moche, il fait quand même sombre.",2,18,mk
15239,"Nous souhaitons également mettre en valeur le bel environnement car il fait bon vivre dans la maison mais s'ils sont mauvais, c'est quand même sombre.",2,18,mg
15240,Je veux aussi mettre en avant un cadre de vie agréable car vivre dans un immeuble c'est sympa mais si c'est moche c'est quand même morose aussi.,2,18,ms
15241,"Je voulais aussi mettre en avant un cadre de vie confortable, car vivre dans des immeubles c'est bien, mais il fait quand même sombre s'ils sont sales.",2,18,ml
15242,Je voulais aussi mettre l'accent sur un cadre de vie agréable car la vie dans l'immeuble est belle mais s'ils sont moches il fait quand même sombre.,2,18,mt
15243,Je voulais aussi mettre l'accent sur un bon cadre de vie car c'est bien de vivre dans des immeubles mais si c'est mauvais c'est toujours triste.,2,18,mi
15244,"Je veux aussi mettre en avant un cadre de vie agréable car c'est agréable de vivre dans des immeubles mais s'ils sont moches, c'est quand même déprimant.",2,18,mr
