,PAROLES,Dimension Dialogique,Domaine,Langue
9679,"Mais c'est toi qui as choisi ses conseils, et c'est toi qui as choisi si tu y allais, tu n'y serais pas allé",Arg_value,liberté,zh-cn
9680,"Mais c'est ton choix qui le suggère, et c'est ton choix que si tu y vas, tu n'y iras pas",Arg_value,liberté,zh-tw
9681,mais choisissez justement leurs propositions et choisissez justement si vous y allez ou pas,Arg_value,liberté,co
9682,mais c'est exactement toi qui choisis ses suggestions et c'est exactement toi qui choisis si tu y vas ou pas,Arg_value,liberté,hr
9683,mais tu choisis justement ses suggestions et tu choisis justement d'y aller ou pas,Arg_value,liberté,cs
9684,"mais justement tu choisis sa proposition, et justement tu choisis, si tu y vas, tu n'y vas pas",Arg_value,liberté,da
9685,"mais tu choisis exactement les propositions et tu choisis exactement : si tu y vas, tu n'y vas pas",Arg_value,liberté,nl
9686,mais justement tu choisis ses propositions et justement tu choisis si tu y vas tu n'y vas pas,Arg_value,liberté,en
9687,"mais exactement tu choisis ses propositions et exactement tu choisis si tu y vas, tu n'y vas pas",Arg_value,liberté,et
9688,"mais vous choisissez définitivement ses propositions et vous choisissez définitivement si vous y allez, vous n'y allez pas",Arg_value,liberté,tl
9689,"mais c'est toi qui choisis ses suggestions et choisis exactement si tu y vas, tu n'y vas pas",Arg_value,liberté,fi
9690,mais justement tu choisis leurs propositions et justement tu choisis si tu y vas ou pas,Arg_value,liberté,gl
9691,"Mais c'est toi qui choisis ses suggestions, et c'est toi qui choisis si tu y vas, si tu n'y vas pas",Arg_value,liberté,ka
9692,"Mais c'est vous qui choisissez les propositions, et c'est vous qui décidez : si vous y allez, n'y allez pas",Arg_value,liberté,de
9693,mais tu choisis juste ses suggestions et tu choisis juste si tu y vas ou pas,Arg_value,liberté,el
9694,Mais vous aimez sûrement ses propositions et si vous y allez vous n'y irez pas,Arg_value,liberté,gu
9695,mais justement tu choisis ses propositions et justement tu choisis si tu y vas ou pas,Arg_value,liberté,ht
9696,"mais vous choisissez simplement le conseil et vous choisissez si vous y allez, vous n'y irez pas.",Arg_value,liberté,ha
9697,mais tu choisis correctement ces enquêtes et tu choisis correctement si tu y vas tu n'y vas pas,Arg_value,liberté,haw
9698,"Mais en réalité, vous choisissez ce qu'il propose et vous choisissez réellement si vous y allez ou non.",Arg_value,liberté,hi
9699,mais justement tu choisis ce sont des propositions et justement tu choisis si tu y vas tu n'y vas pas,Arg_value,liberté,hmn
9700,"mais c'est justement toi qui choisis ses offres, et tu choisis justement que si tu y vas, tu n'y vas pas",Arg_value,liberté,hu
9701,"mais c'est exactement vous qui choisissez les suggestions et c'est exactement vous qui choisissez si vous y allez, vous n'y allez pas",Arg_value,liberté,is
9702,"mais exactement ce que vous choisissez, c'est une politique que vous choisirez si vous y allez et n'y allez pas.",Arg_value,liberté,ig
9703,"mais c'est justement toi qui choisis la proposition et c'est justement toi qui choisis que si tu y vas, tu n'y vas pas",Arg_value,liberté,id
9704,mais justement tu choisis ses recommandations et justement tu choisis si tu y vas tu n'y vas pas,Arg_value,liberté,ga
9705,mais en fait tu choisis ses propositions et en fait tu choisis si tu y vas tu n'y vas pas,Arg_value,liberté,it
9706,"Mais exactement, vous choisissez cette proposition et choisissez d'y aller ou non, vous n'y allez pas",Arg_value,liberté,ja
9707,mais ce que tu choisis est une proposition et ce que tu choisis c'est quand tu y vas tu n'y vas pas,Arg_value,liberté,jw
9708,Mais justement vous choisissez ses propositions et si vous y allez vous n'y irez pas.,Arg_value,liberté,kn
9709,"mais c'est toi qui choisis ses suggestions, et c'est toi qui choisis, si tu y vas, tu n'y vas pas",Arg_value,liberté,kk
9710,"Mais tu le choisis comme demande précise, et tu le choisis justement si tu y vas, tu n'y vas pas",Arg_value,liberté,km
9711,"Mais précisément lorsque vous choisissez une offre et que vous y allez, vous choisissez de ne pas y aller.",Arg_value,liberté,ko
9712,mais vraiment tu choisis ses suggestions et vraiment tu choisis si tu y vas tu n'y vas pas,Arg_value,liberté,ku
9713,"mais exactement tu choisis ces suggestions et exactement tu choisis, tu y vas, tu n'y vas pas",Arg_value,liberté,ky
9714,"Mais vous choisissez une offre claire et claire que vous choisissez si vous y allez, vous n'y allez pas.",Arg_value,liberté,lo
9715,"mais c'est exactement ce que vous choisissez, et vous choisissez absolument si vous y allez ou non",Arg_value,liberté,la
9716,mais c'est toi qui choisis leurs propositions et c'est toi qui choisis si tu y vas tu n'y vas pas,Arg_value,liberté,lv
9717,"mais c'est toi qui choisis les offres et c'est toi qui choisis si tu y vas, tu n'y vas pas",Arg_value,liberté,lt
9718,mais exactement tu choisis ses propositions et exactement tu choisis quand tu y vas tu n'y vas pas,Arg_value,liberté,lb
9719,"mais il vous choisit, c'est une suggestion et vous choisissez si vous y allez ou non.",Arg_value,liberté,mg
9720,"mais c'est exactement vous qui choisissez cette suggestion et c'est exactement vous qui choisissez si vous y allez, vous n'y allez pas",Arg_value,liberté,ms
9721,"Mais justement vous choisissez ses instructions, et si vous y allez, vous n’y irez pas.",Arg_value,liberté,ml
9722,mais justement vous choisissez ses propositions et choisissez justement si vous y allez ou pas,Arg_value,liberté,mt
9723,mais c'est à vous de choisir quelles offres choisir si vous y allez ou pas,Arg_value,liberté,mi
9724,"Mais justement vous choisissez cette proposition et justement vous choisissez si vous y allez, vous n'y irez pas.",Arg_value,liberté,mr
9725,"mais vous choisissez soigneusement les offres, et si vous y allez, vous n'y allez pas.",Arg_value,liberté,mn
9726,"Mais si vous choisissez spécifiquement les propositions et que vous y allez, choisissez de ne pas y aller",Arg_value,liberté,my
9727,Mais justement tu choisis ses offres et si tu y vas tu n'y vas pas,Arg_value,liberté,ne
9728,"mais justement tu choisis il y a des suggestions et justement tu choisis si tu y vas, tu n'y vas pas",Arg_value,liberté,no
9729,Mais bien tu choisis ses propositions et si tu y vas tu n'y vas pas,Arg_value,liberté,or
9730,Mais c'est exactement vous qui choisissez ces suggestions et c'est exactement vous qui choisissez si vous y allez ou non,Arg_value,liberté,ps
9731,"Mais c'est exactement vous qui choisissez ce qu'il propose, et c'est exactement vous qui choisissez de ne pas y aller si vous y allez",Arg_value,liberté,fa
9732,"mais tu choisis ses propositions et tu décides que si tu y vas, tu n'y iras pas",Arg_value,liberté,pl
9733,mais justement tu choisis tes propositions et justement tu choisis si tu y vas tu n'y iras pas,Arg_value,liberté,pt
9734,"Mais vous choisissez sûrement ses propositions et, à juste titre, vous choisissez si vous y allez, vous n'y allez pas.",Arg_value,liberté,pa
9735,mais c'est vous qui choisissez leurs propositions et c'est vous qui choisissez si vous y allez ou pas,Arg_value,liberté,ro
9736,mais c'est toi qui choisis ces phrases et c'est toi qui choisis si tu y vas tu n'y iras pas,Arg_value,liberté,ru
9737,mais tu choisis juste les demandes et tu choisis quand tu y vas tu n'y vas pas,Arg_value,liberté,sm
9738,"mais vous ne choisissez que ses suggestions et vous choisissez définitivement si vous y allez, vous n'y allez pas",Arg_value,liberté,gd
9739,"mais c'est vous qui choisissez, ce sont des suggestions et c'est vous qui choisissez si vous y allez ou pas",Arg_value,liberté,sr
9740,mais en réalité vous choisissez ses suggestions et vous choisissez bien si vous y allez ou non.,Arg_value,liberté,st
9741,"mais en fait, vous choisissez les déclarations et vous décidez si vous y allez ou non.",Arg_value,liberté,sn
9742,Mais surtout tu choisis sa proposition et tu choisis à juste titre si tu y vas tu n'y vas pas,Arg_value,liberté,sd
9743,Mais exactement tu choisis ses propositions et exactement tu choisis si tu y vas tu n'y vas pas,Arg_value,liberté,si
9744,"mais tu choisis exactement ses suggestions et tu choisis exactement si tu y vas, alors tu n'y vas pas",Arg_value,liberté,sk
9745,"mais tu choisis exactement ses suggestions et tu choisis exactement si tu y vas, tu n'y vas pas",Arg_value,liberté,sl
9746,"Mais tu choisis bien, c'est une suggestion et tu choisis bien si tu y vas, tu n'y iras pas",Arg_value,liberté,so
9747,"mais justement tu choisis leurs propositions et justement tu choisis si tu y vas, tu n'y vas pas",Arg_value,liberté,es
9748,mais justement tu choisis cette proposition et justement tu choisis si tu y vas tu n'y vas pas,Arg_value,liberté,su
9749,"mais vous choisissez principalement des recommandations et vous choisissez principalement si vous y allez, vous n'y allez pas.",Arg_value,liberté,sw
9750,"mais c'est à vous de choisir, c'est une suggestion et à vous de choisir si vous y allez, vous n'y allez pas",Arg_value,liberté,sv
9751,mais c'est toi qui choisis ces offres et c'est toi qui choisis si tu y vas tu n'y vas pas,Arg_value,liberté,tg
9752,"Mais justement vous choisissez ses propositions, et si vous y allez vous n'y irez pas.",Arg_value,liberté,ta
9753,Mais tu choisiras sûrement ses propositions et si tu y vas tu n'y iras pas,Arg_value,liberté,te
9754,Mais vous avez clairement choisi cela comme offre. Et tu as clairement choisi Si tu y vas Vous n'y irez pas.,Arg_value,liberté,th
9755,"mais vous choisissez définitivement leurs recommandations, et vous choisissez définitivement si vous y allez ou non.",Arg_value,liberté,tr
9756,"mais c'est toi qui choisis ses suggestions et c'est toi qui choisis si tu y vas, tu n'y vas pas",Arg_value,liberté,uk
9757,Mais clairement tu choisis ses suggestions et si tu y vas tu n'y vas pas,Arg_value,liberté,ur
9758,"Mais tu choisis ses suggestions, et tu n'y arrive pas quand tu y vas",Arg_value,liberté,ug
9759,"mais tu choisis définitivement les offres et si tu y vas, tu n'y vas pas",Arg_value,liberté,uz
9760,mais c'est exactement vous qui choisissez les recommandations et c'est exactement vous qui choisissez si vous y allez alors vous n'y allez pas,Arg_value,liberté,vi
9761,mais c'est exactement toi qui choisis ses offres et c'est exactement toi qui choisis si tu y vas tu n'y vas pas,Arg_value,liberté,cy
9762,mais choisit précisément les propositions et choisit exactement où aller et ne pas y aller.,Arg_value,liberté,xh
9763,Mais justement tu choisis ses suggestions et justement tu choisis si tu y vas tu n'y vas pas,Arg_value,liberté,yi
9764,"mais c'est définitivement vous qui choisissez vos plans et parfaitement vous choisissez si vous y allez, vous n'y allez pas",Arg_value,liberté,yo
9765,mais justement tu choisis des suggestions et tu choisis justement quand tu y vas tu n'y vas pas,Arg_value,liberté,zu
9766,"vous choisissez, mais chaque choix implique un comment dire une attente sociale de votre choix",Arg_value,relations sociales,sq
9767,"Vous choisissez, mais chaque choix représente la façon dont vous vous adressez à l'accueil social de votre choix",Arg_value,relations sociales,am
9768,"Vous choisissez mais chaque option, chaque option signifie comment dire l'accueil social de votre choix",Arg_value,relations sociales,ar
9769,"vous choisissez, mais chaque choix, chaque choix implique comment dire l'acceptation sociale que vous choisissez",Arg_value,relations sociales,hy
9770,"vous choisissez, mais chaque choix signifie ce que dira l'acceptation sociale de votre choix",Arg_value,relations sociales,az
9771,"vous choisissez, mais chaque choix signifie comment vous voulez le dire, donc la réception sociale",Arg_value,relations sociales,eu
9772,"vous choisissez, mais tout choix tout choix présuppose, dirons-nous, un accueil social de votre choix",Arg_value,relations sociales,be
9773,Vous choisissez mais chaque choix signifie comment dire votre accueil social préféré,Arg_value,relations sociales,bn
9774,"Vous choisissez, mais chaque choix implique, comme on dit, l'acceptation sociale de votre choix, donc",Arg_value,relations sociales,bs
9775,"vous choisissez, mais chaque choix implique un comment dire un accueil social de votre choix, donc",Arg_value,relations sociales,ca
9776,vous choisissez mais chaque choix chaque choix signifie une façon de dire une acceptation sociale de votre choix donc,Arg_value,relations sociales,ceb
9777,vous choisissez mais chaque choix définit la manière dont vous vous adresserez à la partie de votre choix,Arg_value,relations sociales,ny
9778,"Vous choisissez, mais chaque choix signifie l’acceptation sociale de la manière d’exprimer votre choix.",Arg_value,relations sociales,zh-tw
9779,choisissez mais chaque choix chaque choix implique un comment dire un accueil social de votre choix donc,Arg_value,relations sociales,co
9780,"tu choisis, mais chaque choix chaque choix implique, comment dire, un accueil social selon ton choix, donc",Arg_value,relations sociales,hr
9781,"vous choisissez, mais chaque choix, chaque choix signifie, comment dire, l'acceptation sociale de votre choix",Arg_value,relations sociales,cs
9782,"vous choisissez, mais chaque choix chaque choix implique, comment dire, un accueil social de votre choix",Arg_value,relations sociales,da
9783,"tu choisis, mais chaque choix, chaque choix implique un comment dire, un accueil social de ton choix",Arg_value,relations sociales,nl
9784,"vous choisissez, mais tout choix tout choix présuppose, comment dire, l'accueil social que vous choisissez",Arg_value,relations sociales,et
9785,tu choisis mais chaque choix dans chaque choix indique comment dire une acceptation sociale tu choisis donc,Arg_value,relations sociales,tl
9786,"vous choisissez, mais chaque choix chaque choix nécessite, comment dire, l'accueil social que vous choisissez",Arg_value,relations sociales,fi
9787,vous choisissez mais chaque option chaque option implique un comment dire un accueil social de votre choix donc,Arg_value,relations sociales,gl
9788,"Vous choisissez, mais chaque choix implique la manière de communiquer l'acceptation sociale de votre choix.",Arg_value,relations sociales,ka
9789,"Vous choisissez, mais chaque choix implique donc un accueil social de votre choix",Arg_value,relations sociales,de
9790,vous choisissez mais chaque choix chaque choix implique comment dire un accueil social de votre choix donc,Arg_value,relations sociales,el
9791,Vous choisissez mais chaque choix dicte comment dire l'accueil social de votre choix,Arg_value,relations sociales,gu
9792,vous choisissez mais chaque choix chaque choix implique un comment dire à un accueil social vos choix sont donc,Arg_value,relations sociales,ht
9793,vous choisissez mais chaque choix chaque choix montre comment dire l'accueil du public et votre choix pour cela,Arg_value,relations sociales,ha
9794,vous choisissez mais chaque choix implique chaque choix et comment dire un accueil social de votre choix donc,Arg_value,relations sociales,haw
9795,Vous choisissez mais chaque choix chaque choix implique comment dire un accueil social de votre choix,Arg_value,relations sociales,he
9796,Vous choisissez mais chaque choix implique un accueil social de votre choix.,Arg_value,relations sociales,hi
9797,vous choisissez mais chaque choix signifie comment obtenir la relation de votre choix ainsi,Arg_value,relations sociales,hmn
9798,"Vous choisissez, mais chaque choix inclut comment dire l'accueil social choisi",Arg_value,relations sociales,hu
9799,vous choisissez mais chaque choix chaque choix implique comment dire l'accueil social de votre choix,Arg_value,relations sociales,is
9800,vous choisissez et chaque option montre comment exprimer une acceptation publique de votre choix,Arg_value,relations sociales,ig
9801,Vous choisissez mais chaque choix chaque choix implique comment dire l'acceptation sociale de votre choix,Arg_value,relations sociales,id
9802,"vous choisissez simplement chaque option, chaque option indique comment dire une réception sociale de votre choix",Arg_value,relations sociales,ga
9803,vous choisissez mais chaque choix chaque choix implique donc un accueil social de votre choix,Arg_value,relations sociales,it
9804,"Vous faites des choix, et chaque choix signifie la manière dont vous choisissez de le recevoir socialement.",Arg_value,relations sociales,ja
9805,tu choisis mais chaque choix chaque choix signifie comment dire accueil social Tu es la raison,Arg_value,relations sociales,jw
9806,Vous choisissez mais chaque option dicte la manière d'aborder l'accueil social de votre choix,Arg_value,relations sociales,kn
9807,"vous choisissez, mais chaque choix signifie comment communiquer la perception sociale de votre choix",Arg_value,relations sociales,kk
9808,"Vous choisissez, mais chaque choix, chaque option implique la façon de parler, l'accueil social de votre choix.",Arg_value,relations sociales,km
9809,"Vous choisissez, mais chaque choix dépend de la manière dont vous abordez l’acceptation sociale de vos choix.",Arg_value,relations sociales,ko
9810,vous choisissez mais chaque option signifie comment dire une salutation sociale de votre choix,Arg_value,relations sociales,ku
9811,"vous choisissez, mais chaque choix signifie comment exprimer l'acceptation publique de votre choix",Arg_value,relations sociales,ky
9812,"Vous choisissez mais chaque choix, chaque choix signifie comment parler de l'accueil social de votre choix",Arg_value,relations sociales,lo
9813,"vous choisissez, mais tout choix, tout choix, implique l'acceptation sociale de votre choix",Arg_value,relations sociales,la
9814,"vous choisissez, mais chaque choix signifie, pour ainsi dire, la perception sociale que vous avez choisie",Arg_value,relations sociales,lv
9815,"Vous choisissez, mais chaque choix signifie, comment dire, l'acceptation sociale que vous avez choisie.",Arg_value,relations sociales,lt
9816,Vous choisissez mais chaque choix chaque choix implique un accueil social de votre choix pour le dire,Arg_value,relations sociales,lb
9817,"vous choisissez, mais chaque choix, chaque choix implique comment dire l'accueil social de votre choix",Arg_value,relations sociales,mk
9818,vous choisissez que chaque choix signifie comment dire l'acceptation sociale de votre choix donc,Arg_value,relations sociales,mg
9819,vous choisissez mais chaque choix chaque choix implique comment dire l'acceptation sociale de votre choix donc,Arg_value,relations sociales,ms
9820,"Vous choisissez, mais chaque choix dicte la manière dont vous souhaitez aborder l'accueil social de votre choix.",Arg_value,relations sociales,ml
9821,vous choisissez mais chaque choix chaque choix implique comment dire l'accueil social de votre choix donc,Arg_value,relations sociales,mt
9822,"vous choisissez, mais chaque choix consiste à choisir comment prononcer une invitation sociale de votre choix",Arg_value,relations sociales,mi
9823,Vous choisissez mais chaque choix indique comment dire l'accueil social de votre choix,Arg_value,relations sociales,mr
9824,"Vous choisissez, mais chaque choix représente la façon dont vous exprimez l'acceptation sociale que vous avez choisie.",Arg_value,relations sociales,mn
9825,"Quelle que soit la manière dont vous choisissez, chaque choix implique la manière dont votre choix est socialement reçu.",Arg_value,relations sociales,my
9826,Vous choisissez mais chaque choix indique comment peut se dire l'accueil social de votre choix,Arg_value,relations sociales,ne
9827,"vous choisissez, mais chaque choix implique un comment dire un accueil social de votre choix",Arg_value,relations sociales,no
9828,Vous choisissez mais chaque choix dicte la manière d'exprimer une acceptation sociale de chaque choix,Arg_value,relations sociales,or
9829,"Vous choisissez mais chaque choix, chaque choix signifie comment dire votre réception sociale préférée, c'est pourquoi",Arg_value,relations sociales,ps
9830,"Vous choisissez, mais chaque choix, chaque choix implique la manière dont vous exprimez une acceptation sociale de votre choix.",Arg_value,relations sociales,fa
9831,"vous choisissez, mais chaque choix, chaque choix, implique la perception sociale que vous avez définie",Arg_value,relations sociales,pl
9832,Vous choisissez mais chaque choix signifie comment dire l'accueil social de votre choix,Arg_value,relations sociales,pa
9833,"vous choisissez, mais chaque choix, chaque choix implique une manière de dire un accueil social de votre choix",Arg_value,relations sociales,ro
9834,"vous choisissez, mais chaque choix, chaque choix implique, comment dire, un accueil social de votre choix, donc",Arg_value,relations sociales,ru
9835,vous choisissez mais chaque choix chaque choix montre comment apporter une réponse sociale c'est votre choix,Arg_value,relations sociales,sm
9836,vous choisissez mais chaque choix chaque choix signifie comment dites-vous l'accueil social de votre choix alors,Arg_value,relations sociales,gd
9837,"vous choisissez, mais chaque choix chaque choix implique comment dire l'accueil social de votre choix donc",Arg_value,relations sociales,sr
9838,vous choisissez mais chaque choix suggère une manière de dire l'acceptation publique de votre choix donc,Arg_value,relations sociales,st
9839,vous choisissez mais chaque choix signifie une manière d'exprimer l'accueil de votre choix donc,Arg_value,relations sociales,sn
9840,"Vous choisissez, mais chaque choix signifie comment choisir l'accueil social de votre choix",Arg_value,relations sociales,sd
9841,"Vous choisissez, mais chaque choix signifie comment votre choix communique l'acceptation sociale",Arg_value,relations sociales,si
9842,"tu choisis, mais chaque choix, chaque choix signifie, comment dire, un accueil social de ton choix",Arg_value,relations sociales,sk
9843,"vous vous choisissez, mais chaque choix signifie, comment dire, l'acceptation sociale de votre choix, alors",Arg_value,relations sociales,sl
9844,"Le choix vous appartient, mais chaque choix vous montre comment prononcer l'accueil social que vous avez choisi",Arg_value,relations sociales,so
9845,tu choisis mais chaque choix chaque choix implique un accueil social de ton choix donc,Arg_value,relations sociales,es
9846,Vous choisissez mais chaque choix conduit à un comment dire l'acceptation sociale de votre choix donc,Arg_value,relations sociales,su
9847,tu choisis mais chaque choix chaque choix veut dire comment dire l'accueil social de ton choix donc,Arg_value,relations sociales,sw
9848,vous choisissez mais chaque choix chaque choix implique un comment dire un accueil social de votre choix donc,Arg_value,relations sociales,sv
9849,"vous choisissez, mais chaque choix, chaque choix signifie comment l'acceptation sociale de votre choix est exprimée",Arg_value,relations sociales,tg
9850,"Vous faites le choix, mais chaque choix dicte comment dicter l'accueil social de votre choix",Arg_value,relations sociales,ta
9851,Vous choisissez mais chaque choix représente la façon dont s’exprime l’accueil social de votre choix,Arg_value,relations sociales,te
9852,Vous choisissez mais toutes les options Chaque choix fait référence à la façon dont vous choisissez de dire la bienvenue sociale.,Arg_value,relations sociales,th
9853,"vous choisissez, mais chaque choix implique comment prononcer la salutation sociale que vous choisissez, donc",Arg_value,relations sociales,tr
9854,"vous choisissez, mais tout choix tout choix présuppose, dirons-nous, l'accueil social de votre choix",Arg_value,relations sociales,uk
9855,"Vous faites des choix, mais chaque choix signifie comment dire l'accueil social de votre choix.",Arg_value,relations sociales,ur
9856,"Vous choisissez, mais chaque choix signifie comment dire l'accueil social que vous choisissez",Arg_value,relations sociales,ug
9857,"Vous choisissez, mais chaque choix implique comment exprimer l'acceptation sociale que vous avez choisie",Arg_value,relations sociales,uz
9858,tu choisis mais chaque choix chaque choix implique en quelque sorte l'accueil social de ton choix donc,Arg_value,relations sociales,vi
9859,vous choisissez mais chaque choix chaque choix suggère comment dire l'acceptation sociale de votre choix donc,Arg_value,relations sociales,cy
9860,vous choisissez mais chaque choix chaque choix signifie la voie d'acceptation de la société que vous choisissez donc,Arg_value,relations sociales,xh
9861,"Vous choisissez mais chaque choix, chaque choix implique un accueil social de votre choix",Arg_value,relations sociales,yi
9862,"vous choisissez mais chaque choix, chaque choix signifie comment dire l'acceptation sociale de votre choix donc",Arg_value,relations sociales,yo
9863,vous choisissez mais chaque décision que vous prenez signifie une manière d'exprimer l'acceptation de la société que vous avez choisie,Arg_value,relations sociales,zu
9864,"Oui, tu as encore une chance",Arg_value,liberté,eu
9865,"Oui, tu as toujours la possibilité",Arg_value,liberté,ca
9866,oui tu dois encore choisir,Arg_value,liberté,ceb
9867,"ouais, c'est toujours toi, tu as le choix",Arg_value,liberté,en
9868,"Eh bien, le choix vous appartient",Arg_value,liberté,haw
9869,"oui, tu as toujours la possibilité",Arg_value,liberté,hi
9870,"si c'est toujours le cas, tu as le choix",Arg_value,liberté,hmn
9871,"oui, il a encore des options",Arg_value,liberté,ig
9872,"ouais, c'est toujours ton choix",Arg_value,liberté,ga
9873,"Oui, ça te donne quand même le choix",Arg_value,liberté,ja
9874,"Oui, vous avez encore le choix.",Arg_value,liberté,ko
9875,"Oui, il y a encore des options",Arg_value,liberté,lo
9876,"ouais, c'est à toi de décider",Arg_value,liberté,la
9877,"oui, tu as toujours le choix",Arg_value,liberté,lb
9878,oui tu as encore des options,Arg_value,liberté,ms
9879,ouais tu as encore le choix,Arg_value,liberté,mt
9880,"oui, le choix vous appartient",Arg_value,liberté,mi
9881,"Oui, Vous avez encore le choix.",Arg_value,liberté,my
9882,ouais tu as toujours la possibilité,Arg_value,liberté,gd
9883,"oui, tu as encore des options",Arg_value,liberté,sn
9884,"Oui, c'est toujours ton choix",Arg_value,liberté,so
9885,"Oui, vous avez toujours la possibilité.",Arg_value,liberté,es
9886,"ouais, tu as encore le choix",Arg_value,liberté,su
9887,"oui, c'est toujours ton choix",Arg_value,liberté,tg
9888,Oui tu as encore le choix,Arg_value,liberté,te
9889,"C'est vrai, vous avez encore des options.",Arg_value,liberté,th
9890,"oui, tu as encore le choix",Arg_value,liberté,uk
9891,"Oui, c'est toujours votre choix.",Arg_value,liberté,ur
9892,"Oui, vous avez encore des options",Arg_value,liberté,ug
9893,"Oui, tu as toujours le droit de choisir",Arg_value,liberté,vi
9894,"Oui, tu as toujours le choix",Arg_value,liberté,yi
9895,"Oui, tu as encore le choix",Arg_value,liberté,yo
9896,oui tu as encore le choix,Arg_value,liberté,zu
9897,"Si vous avez une culture commune, il y aura toujours des gens qui s'opposeront à cette culture commune.",Arg_value,acceptabilité,am
9898,"si vous avez une culture commune, il y aura toujours des gens qui seront contre cette culture commune",Arg_value,acceptabilité,az
9899,tu auras toujours une culture commune tu auras toujours des gens contre cette culture commune,Arg_value,acceptabilité,eu
9900,"c'est toujours le cas quand vous avez une culture commune, vous avez toujours des gens contre cette culture commune",Arg_value,acceptabilité,ceb
9901,tu en auras toujours si tu as la même culture tu auras des gens qui sont contre cette culture,Arg_value,acceptabilité,ny
9902,"tu l'auras toujours, si tu as une culture commune, tu auras toujours des gens contre cette culture commune",Arg_value,acceptabilité,da
9903,"Si vous avez une culture commune, vous aurez toujours des gens qui seront contre cette culture commune.",Arg_value,acceptabilité,nl
9904,"si vous avez une culture commune, vous aurez toujours des gens contre cette culture commune",Arg_value,acceptabilité,et
9905,tu l'auras toujours si tu as une culture commune tu auras toujours des gens contre la culture commune,Arg_value,acceptabilité,tl
9906,"tu l'auras toujours si tu as une culture commune, tu auras toujours des gens contre cette culture commune",Arg_value,acceptabilité,fy
9907,"vous le serez toujours si vous avez une culture, vous aurez toujours des gens qui seront contre cette culture commune",Arg_value,acceptabilité,ha
9908,tu auras toujours des gens qui sont contre cette culture si tu es une culture normale,Arg_value,acceptabilité,haw
9909,"c'est toujours le cas si vous avez une culture, vous avez toujours des gens qui s'opposent à cette culture",Arg_value,acceptabilité,hmn
9910,"il y en aura toujours, si vous avez une culture commune, il y aura toujours des gens qui s'opposeront à cette culture commune",Arg_value,acceptabilité,hu
9911,"vous l'aurez toujours si vous avez une culture collective, vous aurez toujours des gens contre cette culture collective",Arg_value,acceptabilité,is
9912,tu l'auras toujours si tu as une culture locale tu auras des gens qui s'opposent à cette culture,Arg_value,acceptabilité,ig
9913,"Il y en aura toujours si vous avez la même culture, vous aurez toujours des gens qui sont contre cette culture commune",Arg_value,acceptabilité,id
9914,"si vous avez une culture commune, vous aurez toujours des gens qui seront contre cette culture commune",Arg_value,acceptabilité,it
9915,"S’il existe une culture commune, il y aura toujours des gens qui s’opposeront à cette culture commune.",Arg_value,acceptabilité,ko
9916,"c'est toujours le cas, si vous avez une culture commune, vous avez toujours des gens contre cette culture commune",Arg_value,acceptabilité,ky
9917,"Tu auras toujours une culture normale, tu auras toujours des gens contre cette culture normale",Arg_value,acceptabilité,lo
9918,"Il y en aura toujours si vous avez une culture commune, vous aurez toujours des gens contre cette culture commune",Arg_value,acceptabilité,la
9919,"Vous l’aurez toujours, si vous avez une culture commune vous aurez toujours des gens contre cette culture commune",Arg_value,acceptabilité,lb
9920,"ce sera toujours le cas si vous avez une culture commune, vous aurez toujours des gens qui s'opposeront à cette culture commune",Arg_value,acceptabilité,mg
9921,tu l'auras toujours si tu as la même culture tu auras toujours des gens qui s'opposent à cette culture commune,Arg_value,acceptabilité,ms
9922,"Si vous suivez une pratique courante, les gens continueront à suivre cette pratique commune",Arg_value,acceptabilité,mi
9923,"Si vous avez une culture commune, vous aurez toujours des gens contre cette culture commune",Arg_value,acceptabilité,mr
9924,"Si vous avez une culture commune, il y aura toujours des gens contre cette culture commune.",Arg_value,acceptabilité,mn
9925,"Si vous avez une culture commune, vous aurez toujours des gens qui s’opposeront à cette culture commune.",Arg_value,acceptabilité,my
9926,"Ce sera toujours le cas si vous avez une culture commune, vous aurez toujours des gens contre cette culture commune.",Arg_value,acceptabilité,ps
9927,"Il y en aura toujours, si vous avez une culture commune, vous aurez toujours des gens contre cette culture commune",Arg_value,acceptabilité,fa
9928,"ce sera toujours comme ça, si vous avez une culture commune, vous aurez toujours des gens opposés à cette culture commune",Arg_value,acceptabilité,pl
9929,"vous en aurez toujours si vous avez une culture commune, vous aurez toujours des gens contre cette culture commune",Arg_value,acceptabilité,ro
9930,"vous l'aurez toujours, si vous avez une culture commune, vous aurez toujours des gens qui s'opposent à cette culture commune",Arg_value,acceptabilité,ru
9931,"vous constaterez toujours que si vous avez une culture commune, il y aura toujours des gens qui seront contre cette culture commune",Arg_value,acceptabilité,sm
9932,"vous l'aurez toujours si vous avez une culture commune, les gens seront toujours contre cette culture commune",Arg_value,acceptabilité,gd
9933,"vous l'aurez toujours, même si vous avez une culture dominante, vous aurez toujours des gens qui sont contre cette culture dominante",Arg_value,acceptabilité,st
9934,"Vous l’aurez toujours, si vous avez une culture commune, vous aurez toujours des gens contre cette culture commune.",Arg_value,acceptabilité,sd
9935,"Si vous avez toujours une culture commune, vous aurez toujours des gens contre cette culture commune.",Arg_value,acceptabilité,si
