,PAROLES,Dimension Dialogique,Langue
597,"Eh bien, pas parce que nous trouverons un moyen d'ici là, soyons positifs et comment cela évitera-t-il de gaspiller le fait qu'il y a beaucoup d'espace, comment pouvez-vous dire, rendre les bâtiments un peu dégoûtants partout où vous travaillez sous l'eau.",2,ne
598,ben non parce qu'on aura trouvé un moyen alors soyons positifs et ça évitera de gâcher le fait qu'il y ait plus d'espace forcément construire des bâtiments un peu dégoutants partout où tu fais des trucs sous l'eau,2,no
599,"Eh bien non, car nous trouverons un moyen d'ici là. Soyons positifs et comment éviter de gâcher le fait qu'il y a plus d'endroits où l'on construit des bâtiments plus hideux où l'on fait des choses sous l'eau.",2,or
600,Ben non parce qu'on aura trouvé un moyen d'ici là soyons positifs et ça arrêtera le gaspillage comment dire le fait qu'il y a beaucoup d'espace nécessaire pour construire des bâtiments partout où on fait des choses sous l'eau Qu'est-ce qui est désagréable ?,2,ps
601,"Et bien non, car d'ici là, nous avons trouvé un moyen, soyons positifs, et cela évite de gâcher le fait qu'il y ait plus d'espace, forcément de construire des bâtiments un peu dégoûtants partout où l'on fait des travaux sous-marins.",2,fa
602,"eh bien non, parce que d'ici là, nous trouverons un moyen, soyons positifs et cela évitera de perdre du temps à dire qu'il y a plus d'espace, assurez-vous de construire des bâtiments, un peu dégueulasse, partout où vous faites des choses sous l'eau",2,pl
603,"ben non, parce que d'ici là on aura trouvé un moyen, soyons positifs et ça évitera de gaspiller comment dire le fait qu'il y a plus d'espace forcément construire des bâtiments un peu dégoutants partout où tu fais des trucs sous l'eau",2,pt
604,"Et bien non parce que nous aurons trouvé un moyen d'ici là, soyons positifs et que diriez-vous du fait qu'il y a plus d'espace. En gros, construire des bâtiments partout où vous travaillez sous l'eau est un peu dégoûtant, cela évitera du gaspillage.",2,pa
605,ben pas parce qu'on aura trouvé un moyen d'ici là soyons positifs et ça évitera de gaspiller comment dire le fait qu'il y a plus d'espace forcément pour construire des bâtiments un peu dégoutants partout où on fait des trucs sous l'eau,2,ro
606,"ben non, parce que d'ici là on trouvera un moyen, soyons positifs et cela évitera le gaspillage, comment dire le fait qu'il y a plus d'espace, veillez à construire des bâtiments un peu dégueulasse partout où vous faites des choses sous l'eau",2,ru
607,"eh bien non parce que nous trouverons un moyen à ce moment-là, soyons bons et évitons de détruire le moyen de dire la vérité qu'il y a plus d'opportunités de construire les pires bâtiments du monde quelque chose que l'on fait sous l'eau.",2,sm
608,eh bien non parce que nous aurons trouvé un moyen d'ici là soyons positifs et cela évitera de gaspiller car vous dites qu'il y a plus d'espace qu'il faut construire des bâtiments un peu dommage partout où vous faites des choses sous l'eau,2,gd
609,"ben non, parce que d'ici là on trouvera un moyen, soyons positifs et ça évitera de gaspiller comment dire le fait qu'il y a plus d'espace forcément construire des bâtiments un peu dégoutants partout où tu fais des trucs sous l'eau",2,sr
610,ben non parce qu'on aura trouvé un moyen d'ici là pour être positif et ça évitera de gâcher la manière de parler du fait qu'il y a beaucoup d'espace qu'il faut construire des bâtiments un peu dégoutants partout où on fait des choses qui peuvent sous l'eau.,2,st
611,"eh bien non parce que nous aurons trouvé un moyen d'ici là, soyons positifs et cela évitera de gaspiller comment dire qu'il y a beaucoup d'espace qu'il faut pour construire quelques bâtiments dégoûtants partout où vous faites des choses sous-marines.",2,sn
612,Ce n'est pas bien parce que nous trouverons un moyen d'ici là. Soyons positifs et cela évitera de gaspiller le fait qu'il y a plus d'espace.,2,sd
613,"Eh bien non, car nous avons trouvé un moyen d'ici là, alors restons positifs et ne gaspillons pas le fait qu'il y a plus d'espace.",2,si
614,"ben non, parce que d'ici là on trouvera un moyen, soyons positifs, et comme ça on évitera de gâcher le fait qu'il y a plus d'espace, forcément de construire des bâtiments un peu dégoutants partout où on fait des trucs sous l'eau",2,sk
615,"ben non, parce que d'ici là on trouvera un moyen, soyons positifs et comme ça on évitera de gaspiller, comment dire, le fait qu'il y ait plus d'espace, ça construit forcément des bâtiments un peu dégoutants, où qu'on le fasse trucs sous-marins",2,sl
616,Eh bien non parce que nous trouverons un moyen donc soyons positifs et cela évitera de perdre comment dire le fait qu'il y a beaucoup d'endroits où il faut construire un petit bâtiment dégoûtant partout où on arrose des choses en dessous.,2,so
617,"Ben non, car d'ici là on aura trouvé un moyen, soyons positifs et ça évitera de gaspiller comment dire qu'il y a plus d'espace, forcément de construire des bâtiments un peu dégueulasses partout où l'on fait des choses sous l'eau.",2,es
618,ben non parce qu'on trouvera un moyen d'ici là soyons positifs et ça évitera de gaspiller comment dire le fait qu'il y a plus d'espace forcément en construisant un bâtiment un peu dégoutant partout où on fait des trucs sous l'eau,2,su
619,et bien non parce qu'on aura trouvé un moyen d'être positif et ça évitera de perdre la façon de dire la vérité qu'il y a beaucoup d'espace dont tu as pour construire des bâtiments un peu dégoutants partout où tu fais des choses sous l'eau.,2,sw
620,oui non parce qu'on aura trouvé un moyen d'ici là soyons positifs et ça évitera de gâcher le fait qu'il y a plus d'espace forcément construire des bâtiments un peu dégoutants partout où tu fais des choses sous l'eau,2,sv
621,pas bon car d'ici là nous trouverons un moyen soyons positifs et cela évitera le gaspillage comment dire qu'il y a plus d'espace assurez-vous de construire des bâtiments partout où vous faites des choses sous l'eau un peu dégoûtant c'est,2,tg
622,"Eh bien non, car d'ici là, nous trouverons un moyen d'être positif et d'éviter de gâcher le fait qu'il y a plus d'espace.",2,ta
623,"Eh bien non parce que d'ici là nous avons trouvé un moyen donc nous serons positifs et que diriez-vous du fait qu'il y a beaucoup d'espace qui ne va pas être gaspillé, partout où vous faites des choses sous l'eau, vous devez construire des bâtiments un peu moches",2,te
624,"Non, parce que nous trouverons un moyen. Pensons positivement. Et cela évitera de gaspiller la vérité. Il y a plus d'espace que cela. Besoin de construire un bâtiment Un peu dégoûtant partout où vous faites des choses sous l’eau.",2,th
625,eh bien non parce que d'ici là nous aurons trouvé un moyen soyons positifs et cela évitera de gaspiller comment dire le fait qu'il y a plus d'espace définitivement construire des bâtiments c'est un peu dégoûtant partout où vous faites des choses sous l'eau,2,tr
626,"eh bien non parce que nous trouverons un moyen d'ici là, soyons positifs et cela évitera de gâcher le fait qu'il y ait plus d'espace, assurez-vous de construire des bâtiments un peu hideux partout où vous faites des trucs sous-marins",2,uk
627,"Pas bien, car d'ici là, nous trouverons un moyen de rester positifs et d'éviter de nous perdre dans la manière d'aborder le fait qu'il est important de construire plus de bâtiments partout où vous travaillez sous l'eau.",2,ur
628,"Non non, parce qu'alors nous aurions trouvé un moyen, soyons positifs, d'éviter le gaspillage, d'avoir plus d'espace et de rendre les bâtiments un peu plus dégoûtants partout où l'on fait des choses sous l'eau.",2,ug
629,"eh bien non, parce qu'on trouvera un moyen d'ici là, soyons positifs et évitons de gaspiller comment dire qu'il y a plus d'espace, bien sûr il faut construire des bâtiments, partout où on a affaire à des choses sous-marines on est connecté.",2,uz
630,"ben non parce qu'après on trouvera un moyen, soyons positifs et cela évitera le gaspillage de dire la vérité qu'avoir plus d'espace signifie forcément construire des bâtiments un peu dégoutants partout où l'on fait des choses sous l'eau",2,vi
631,ben non parce qu'on aura trouvé un moyen d'ici là soyons positifs et ça évitera de gâcher comment dire le fait qu'il y a forcément plus d'espace pour construire des bâtiments un peu dégoutants partout où on fait des trucs sous l'eau,2,cy
632,ok non parce qu'on aura trouvé un moyen d'ici là soyons positifs et ça t'empêchera de perdre le chemin en disant qu'il y a beaucoup d'espace et qu'il faut construire des bâtiments très moches partout où tu vas sous l'eau.,2,xh
633,Ben non car on aura trouvé un moyen d'ici là soyons positifs et cela évitera de gâcher le fait qu'il y ait plus d'espace forcément construire des bâtiments un peu dégoutants partout où on fait des trucs sous l'eau,2,yi
634,ben il n'y en a pas car on aura trouvé un moyen et soyons bons et ceux qui éviteront de les gaspiller et diront la vérité qu'il y a un peu d'espace nécessaire pour construire des petites maisons abominables partout il faisait du bruit sous l'eau,2,yo
635,ben non parce qu'on aura trouvé un moyen alors soyons positifs et ça évitera de perdre le chemin en disant qu'il y a vraiment beaucoup de place pour construire des bâtiments dégoutants partout quand on fait des trucs sous l'eau.,2,zu
636,c'est dommage ah la cuisine individuelle je ne veux pas qu'on gâche ma cuisine,2,af
637,ce que je suis désolé ah cuisine individuelle je ne veux pas que quelqu'un gâche ma cuisine,2,sq
638,Qu'est-ce que je suis désolé ah cuisine individuelle je ne veux pas que quelqu'un gâche ma cuisine.,2,am
639,"Quelle désolée cuisine individuelle, je ne veux pas que quiconque joue avec ma cuisine",2,ar
640,"quelle douleur oh cuisine privée, je ne veux pas que quelqu'un gâche ma cuisine",2,hy
641,"désolé, oh cuisine privée, je ne veux pas que quiconque joue avec ma cuisine",2,az
642,qu'est-ce qui est désolé ah cuisine individuelle je ne veux pas que quelqu'un gâche ma cuisine,2,eu
643,"désolé, cuisine personnalisée, je ne veux pas que quelqu'un gâche ma cuisine",2,be
644,"Désolé, cuisine privée, je ne veux pas que quelqu'un gâche ma cuisine",2,bn
645,ce que je suis désolé ah cuisine individuelle je ne veux pas qu'on gâche ma cuisine,2,bs
646,"ce que je regrette, ah, la cuisine individuelle, je veux pas qu'on embête ma cuisine",2,bg
647,"qu'est-ce que je regrette, ah la cuisine individuelle, je veux pas qu'on gâche ma cuisine",2,ca
648,"Quel est le problème avec chaque cuisine, je ne veux pas que quelqu'un détruise ma cuisine",2,ceb
649,"Je suis désolé, c'est une cuisine privée, je ne veux pas que quiconque joue avec ma cuisine",2,ny
650,"Désolé, cuisine indépendante, je ne veux pas que quelqu'un gâche ma cuisine",2,zh-cn
651,"Désolé, cuisine indépendante, je ne veux pas que quelqu'un gâche ma cuisine",2,zh-tw
652,quel dommage ah la cuisine individuelle je veux pas qu'on détruise ma cuisine,2,co
653,quel dommage ah une seule cuisine je ne veux pas que quelqu'un gâche ma cuisine,2,hr
654,quel dommage oh cuisine individuelle je ne veux pas que quelqu'un gâche ma cuisine,2,cs
655,"qu'est-ce qui est désolé ah la cuisine unique, je ne veux pas que quelqu'un ruine ma cuisine",2,da
656,"Désolé, ah la cuisine individuelle. Je ne veux pas que quelqu'un gâche ma cuisine",2,nl
657,qu'est-ce qui est désolé ah la cuisine individuelle je veux pas qu'on gâche ma cuisine,2,en
658,qu'est-ce qui est désolé ah la cuisine individuelle je veux que quelqu'un gâche ma cuisine,2,eo
659,"désolé, cuisine individuelle, je ne veux pas que quelqu'un gâche ma cuisine",2,et
660,"Je suis désolé, c'est une cuisine individuelle, je ne veux pas que quelqu'un fasse du désordre dans ma cuisine",2,tl
661,"désolé, une seule cuisine, je ne veux la cuisine de personne",2,fi
662,qu'est-ce qui est désolé ah la cuisine individuelle je ne veux pas qu'on détruise ma cuisine,2,fy
663,quelle excuse ah la cuisine individuelle je veux pas qu'on gâche ma cuisine,2,gl
664,"Quel dommage, ah cuisine individuelle, je veux pas qu'on détruise ma cuisine",2,ka
665,"Qu'est-ce qui est désolé pour la cuisine unique, je ne veux pas que quiconque gâche ma cuisine",2,de
666,ce que je suis désolé ah la cuisine individuelle je ne veux pas qu'on gâche ma cuisine,2,el
667,"Désolé, cuisine personnelle, je ne veux pas que quelqu'un gâche ma cuisine",2,gu
668,désolé ah la cuisine est individuelle je ne veux pas que quelqu'un gâche ma cuisine,2,ht
669,qu'est-ce qui est désolé ah la cuisine individuelle je veux pas qu'on gâche ma cuisine,2,ha
670,"de quelle couleur est la cuisine, je ne veux pas que quelqu'un gâche ma cuisine",2,haw
671,"Désolé, oh la cuisine personnelle, je ne veux pas que quelqu'un gâche ma cuisine",2,iw
672,"Désolé, oh la cuisine personnelle, je ne veux pas que quelqu'un gâche ma cuisine",2,he
673,"Désolé pour ça, cuisine personnelle, je ne veux pas que quelqu'un gâche ma cuisine",2,hi
674,"désolé, mec en cuisine, je ne veux pas que quelqu'un gâche ma cuisine",2,hmn
675,quelle est l'excuse ah la cuisine individuelle je veux pas que quelqu'un gâche ma cuisine,2,hu
676,"qu'est-ce qui est désolé ah la cuisine unique, je ne veux pas que quiconque s'en mêle avec ma cuisine",2,is
677,quel dommage ah la cuisine de tout le monde je ne veux pas que quelqu'un gâche ma cuisine,2,ig
678,"qu'est-ce qui est désolé, ah cuisine privée, je ne veux pas que quiconque joue avec ma cuisine",2,id
679,"désolé, la cuisine unique, je ne veux pas que quiconque gâche ma cuisine",2,ga
680,Je suis désolé ah la cuisine individuelle je veux pas qu'on gâche ma cuisine,2,it
681,"Désolé, oh, c'est une cuisine séparée, je ne veux pas que quiconque gâche ma cuisine.",2,ja
682,désolé ah cuisine individuelle je veux pas qu'on détruise ma cuisine,2,jw
683,"Désolé, cuisine personnelle, je ne veux pas que quiconque s'en mêle avec ma cuisine",2,kn
684,"Quel dommage, cuisine privée, je ne veux pas qu'on gâche ma cuisine",2,kk
685,Quel dommage ah cuisine perso je ne veux pas qu'on gâche ma cuisine,2,km
686,"Désolé, c'est une cuisine privée, je ne veux pas que quiconque gâche ma cuisine.",2,ko
687,"quel dommage oh cuisine privée, je ne veux pas que quelqu'un gâche ma cuisine",2,ku
688,"pourquoi m'excuser cuisine privée, je ne veux pas que quelqu'un touche à ma cuisine",2,ky
689,"Désolé, cuisine privée. Je ne veux pas que quiconque dérange ma cuisine.",2,lo
690,"quelle douleur ah chaque cuisine, je ne veux pas que quelqu'un gâche ma cuisine",2,la
691,"quel dommage, ah cuisine individuelle je veux pas qu'on gâche ma cuisine",2,lv
692,"Désolé, cuisine personnalisée, je ne veux pas que quelqu'un gâche ma cuisine",2,lt
693,quel dommage ah la cuisine unique car personne ne gâche ma cuisine,2,lb
694,quel dommage ah la cuisine individuelle je veux pas qu'on gâche ma cuisine,2,mk
695,"ce qu'il y a de triste dans chaque cuisine, je ne veux pas que quiconque gâche ma cuisine",2,mg
696,"Je suis désolé, ma cuisine est individuelle, je ne veux pas qu'on touche à ma cuisine",2,ms
697,"Désolé, cuisine personnelle, je ne veux pas que quelqu'un gâche ma cuisine",2,ml
698,qu'est-ce que je suis désolé ah la cuisine individuelle je veux pas qu'on salisse la cuisine,2,mt
699,qu'est ce qui est triste ah la cuisine individuelle je veux pas que les gens dérangent ma cuisine,2,mi
700,"Désolé, cuisine personnelle, je ne veux pas que quiconque déconne dans ma cuisine",2,mr
701,"quel dommage, cuisine séparée, je ne veux pas qu'on gâche ma cuisine",2,mn
702,Désolé ah cuisine individuelle je ne veux pas que quelqu'un s'en mêle avec ma cuisine.,2,my
703,"Désolé, cuisine personnelle, je ne veux pas que quelqu'un gâche ma cuisine",2,ne
704,c'est dommage ah la cuisine individuelle je veux pas qu'on gâche ma cuisine,2,no
705,"Désolé, cuisine privée, je ne veux pas que quelqu'un gâche ma cuisine.",2,or
706,"Quelle cuisine individuelle désolée, je ne veux pas que quelqu'un gâche ma cuisine",2,ps
707,"désolé, oh la cuisine de Freddie, je ne veux pas que quelqu'un gâche ma cuisine",2,fa
708,"ce que je suis désolé, ah, cuisine individuelle. Je ne veux pas que quelqu'un gâche ma cuisine",2,pl
709,"désolé, oh, la cuisine individuelle, je ne veux pas que quelqu'un gâche ma cuisine",2,pt
710,Quel dommage cuisine personnelle ah je ne veux pas que quelqu'un gâche ma cuisine,2,pa
711,quel désolé ah cuisine individuelle. Je ne veux pas que quelqu'un gâche ma cuisine,2,ro
712,"désolé, cuisine séparée, je ne veux pas que quelqu'un gâche ma cuisine",2,ru
713,Je ne veux pas que quiconque gâche ma cuisine.,2,sm
714,"qu'est-ce qui ne va pas, ah, la cuisine séparée, je ne veux pas que quelqu'un gâche ma cuisine",2,gd
715,ce que je suis désolé ah cuisine individuelle je ne veux pas que quelqu'un gâche ma cuisine,2,sr
716,"Je suis désolé, je ne veux pas que quelqu'un détruise ma cuisine",2,st
717,Quel est le problème ? C'est une cuisine privée. Je ne veux pas que quelqu'un dérange ma cuisine.,2,sn
718,"Désolé cuisine individuelle, je ne veux pas que quelqu'un gâche ma cuisine",2,sd
719,"Désolé, cuisine unique, je ne veux pas que quelqu'un gâche ma cuisine",2,si
720,"désolé, oh cuisine individuelle, je ne veux pas que quelqu'un gâche ma cuisine",2,sk
721,quel dommage ah cuisine individuelle je ne veux pas qu'on gâche ma cuisine,2,sl
722,"désolé cuisine personnelle, je ne veux pas que quelqu'un gâche ma cuisine",2,so
723,"Désolé pour la cuisine individuelle, je ne veux pas que quiconque ruine ma cuisine.",2,es
724,Je ne veux pas que quiconque endommage ma cuisine,2,su
725,"Je suis désolé, c'est une cuisine privée, je ne veux pas que quiconque dérange ma cuisine",2,sw
726,qu'est-ce qui est désolé ah la cuisine individuelle je veux pas qu'on détruise ma cuisine,2,sv
727,"quel dommage oh cuisine individuelle, je veux pas qu'on détruise ma cuisine",2,tg
728,"Quelle désolée cuisine privée, je ne veux pas que quelqu'un gâche ma cuisine",2,ta
729,"Désolé, cuisine personnelle, je ne veux pas que quelqu'un gâche ma cuisine",2,te
730,"Excusez-moi, ah, cuisine privée. Je ne veux pas que quiconque gâche ma cuisine.",2,th
731,"Je suis désolé, c'est une cuisine individuelle, je ne veux pas que quelqu'un gâche ma cuisine.",2,tr
732,"Désolé, cuisine séparée, je ne veux pas que quelqu'un gâche ma cuisine",2,uk
733,Quel dommage pour la cuisine individuelle. Je ne veux pas que quelqu'un gâche ma cuisine.,2,ur
734,"Désolé, je ne veux pas que quelqu'un gâche la cuisine dans une cuisine privée",2,ug
735,quel dommage ah cuisine individuelle je veux pas qu'on gâche ma cuisine,2,uz
736,"Désolé, cuisine privée. Je ne veux pas que quelqu'un gâche ma cuisine",2,vi
737,"qu'est-ce que je suis désolé AH la cuisine unique, je ne veux pas que quiconque gâche ma cuisine",2,cy
738,"qu'est-ce qui ne va pas, c'est la cuisine de quelqu'un, je ne veux pas que quelqu'un gâche ma cuisine",2,xh
739,Qu'est-ce qui est désolé ah la cuisine individuelle je ne veux pas qu'on gâche ma cuisine,2,yi
740,"Qu'est-ce qui ne va pas, ah cuisine individuelle, je ne veux pas que quelqu'un gâche ma cuisine",2,yo
741,"quoi de neuf, ah chaque cuisine, je ne veux pas que quiconque s'en mêle dans ma cuisine",2,zu
742,"pour que tout le monde soit sur le même pied - il n'y a pas de hiérarchie par distance, on ne voit rien, on essaie tous de mettre une distance égale entre toutes les maisons et les points publics, donc des espaces collaboratifs",2,af
743,"pour que tout le monde soit sur le même pied - il n'y a pas de hiérarchie à distance, on ne voit rien, nous essayons tous d'établir une équidistance entre tous les logements et points publics, d'où les espaces collaboratifs",2,sq
744,"Pour que tout le monde soit sur le même pied - il n'y a pas de hiérarchie lointaine, ils ne regardent rien, nous essayons tous de créer l'égalité entre toutes les maisons et les espaces publics, d'où les espaces collaboratifs.",2,am
745,"Pour que tout le monde soit sur un pied d'égalité - il n'y a pas de hiérarchie par distance, rien à voir, nous essayons tous de mettre une distance égale entre tous les logements et points publics, donc des espaces collaboratifs",2,ar
746,"pour que tout le monde soit au même niveau. il n'y a pas de hiérarchie dans la distance, rien ne se voit, nous essayons tous de mettre une distance égale entre toutes les maisons et points publics, donc entre les espaces collaboratifs.",2,hy
747,"pour que tout le monde soit au même niveau - pas de hiérarchie par distance, rien de visible, nous essayons tous de mettre une distance égale entre toutes les maisons et les points publics, donc des espaces collaboratifs",2,az
748,"pour que tout le monde soit égal : il n’y a pas de hiérarchie basée sur la distance, rien n’est visible. Nous essayons tous de mettre une équidistance entre toutes les maisons et points publics, donc les espaces de collaboration",2,eu
749,"pour que tout le monde soit sur un pied d'égalité - il n'y a pas de hiérarchie de distance, on ne peut rien voir, nous essayons tous de mettre une distance égale entre toutes les maisons et tous les lieux publics, nous créons donc des espaces de collaboration",2,be
750,"Pour que tout le monde soit sur le même pied, il n'y a pas de hiérarchie par distance. Il n'y a rien que l'on puisse voir. Nous essayons tous de garder une distance égale entre tous les logements et les points publics donc les espaces collaboratifs.",2,bn
751,"pour que tout le monde soit sur la même base - il n'y a pas de hiérarchie en termes de distance, il n'y a rien que l'on voit, nous essayons tous d'établir une équidistance entre tous les logements et les points publics, donc un espace de coopération",2,bs
752,"pour que tout le monde soit sur le même pied - il n'y a pas de hiérarchie dans la distance, on ne voit rien, nous essayons tous de mettre une distance égale entre tous les logements et points publics, donc des espaces collaboratifs",2,bg
753,"pour que tout le monde soit sur le même pied - il n'y a pas de hiérarchie par distance, on ne voit rien, on essaie tous de mettre une équidistance entre tous les logements et points publics, donc des espaces collaboratifs",2,ca
754,pour que tout le monde soit sur le même pied - il n'y a pas de hiérarchie de distance il n'y a rien qui se voit que nous essayons tous de mettre une équidistance entre tous les logements et les points publics donc des espaces collaboratifs,2,ceb
755,pour que tout le monde soit au même siège - il n'y a pas de leadership à distance rien vous voyez nous essayons tous de mettre un équilibre entre tous les bâtiments et espaces publics donc un espace partagé.,2,ny
756,"De cette façon, tout le monde est sur le même pied - il n'y a pas de hiérarchie de distance, on ne voit rien, nous essayons tous de créer une distance égale entre tous les logements et les points communs, donc des espaces collaboratifs",2,zh-cn
757,"De cette façon, tout le monde est sur le même pied - il n'y a pas de hiérarchie de distance, on ne voit rien, nous essayons tous de créer une distance égale entre tous les logements et les points communs, donc des espaces collaboratifs",2,zh-tw
758,pour que tout le monde soit au même niveau - il n'y a pas de hiérarchie par distance il n'y a rien à voir nous essayons tous de mettre une équidistance entre toutes les maisons et points publics donc des espaces collaboratifs,2,co
759,"donc tout le monde est sur le même pied - il n'y a pas de hiérarchie selon la distance il n'y a rien que l'on voit nous essayons tous de mettre une distance égale entre tous les logements et les lieux publics, donc des espaces de collaboration",2,hr
760,"pour que tout le monde soit sur le même pied - il n'y a pas de hiérarchie basée sur la distance, on ne voit rien, nous essayons tous de donner l'équidistance entre toutes les maisons et les points publics, c'est à dire les espaces collaboratifs",2,cs
761,"donc tout le monde est sur le même pied - il n'y a pas de hiérarchie selon la distance, on ne voit rien, on essaie tous de mettre une équidistance entre tous les logements et les points publics, donc espace de collaboration",2,da
762,"pour que tout le monde soit sur le même pied - il n'y a pas de hiérarchie de distance, il n'y a rien que l'on voit, nous essayons tous de créer une distance égale entre toutes les maisons et les points publics, c'est pourquoi il y a des espaces de collaboration",2,nl
763,pour que tout le monde soit sur le même pied - il n'y a pas de hiérarchie par distance il n'y a rien tu vois nous essayons tous de mettre une équidistance entre tous les logements et les points publics donc des espaces collaboratifs,2,en
764,pour que tout le monde soit sur le même pied - il n'y a pas de hiérarchie en terme de distance on ne voit rien on essaie tous de mettre une distance égale entre tous les logements et les points publics donc des espaces collaboratifs,2,eo
765,"donc tout le monde est sur le même pied - il n'y a pas de hiérarchie en termes de distance, il n'y a rien que l'on puisse voir, nous essayons tous de mettre une distance égale entre tous les logements et les points publics, donc des espaces de coworking",2,et
766,"pour que tout le monde soit sur le même pied - pas de hiérarchie par distance, pas de visibilité nous essayons tous de mettre une distance égale entre tous les logements et points publics donc espaces collaboratifs",2,tl
767,"pour que tout le monde soit au même niveau - il n'y a pas de hiérarchie basée sur la distance, il n'y a rien que vous puissiez voir, nous essayons tous de fixer une distance égale entre toutes les maisons et tous les points publics, donc les espaces de coworking",2,fi
768,pour que tout le monde soit sur le même pied - il n'y a pas de hiérarchie à cause de la distance il n'y a rien que vous voyez nous essayons tous de mettre une distance égale entre toutes les maisons et les points publics donc des espaces de collaboration,2,fy
769,"pour que tout le monde soit au même point - il n'y a pas de hiérarchie par distance, il n'y a rien à voir, nous essayons tous de mettre une égale distance entre toutes les maisons et les points publics, donc des espaces collaboratifs",2,gl
770,"Pour que tout le monde soit au même niveau – il n’y a pas de hiérarchie avec la distance, on ne voit rien.",2,ka
771,"Pour que tout le monde soit sur la même base – il n’y a pas de hiérarchie basée sur la distance, on ne voit rien. Nous essayons tous de créer une distance égale entre toutes les maisons et les points publics, c'est-à-dire les espaces communs.",2,de
772,"pour que tout le monde soit sur le même pied - il n'y a pas de hiérarchie basée sur la distance, on ne voit rien, on essaie tous de mettre une égalité entre tous les logements et lieux publics donc des espaces collaboratifs",2,el
773,"Pour que tout le monde soit sur le même pied, il n'y a pas de hiérarchie par distance. On ne voit rien. Nous essayons tous de garder la même distance entre toutes les maisons et les points publics donc les espaces collaboratifs.",2,gu
774,"pour tout le monde sur le même pied - il n'y a pas de hiérarchie, pas de distance, rien, tu vois on essaie tous de mettre à équidistance toutes les maisons et les points publics donc espace de collaboration",2,ht
775,"pour que tout le monde soit sur le même pied - il n'y a pas de position éloignée, rien ne se voit, nous essayons tous de mettre un équilibre entre toutes les maisons et les espaces publics, donc les lieux de connexion",2,ha
776,"donc tout est pareil - il n'y a pas de hiérarchie au loin, peu importe ce que vous voyez, nous essayons tous de mettre en équilibre tous les bâtiments et les espaces ouverts pour que les lieux se rejoignent.",2,haw
777,"Pour que tout le monde soit au même niveau - il n'y a pas de hiérarchie selon la distance, il n'y a rien que l'on voit, on essaie tous de mettre une distance égale entre toutes les maisons et les points publics, donc des espaces collaboratifs",2,iw
778,"Pour que tout le monde soit au même niveau - il n'y a pas de hiérarchie selon la distance, il n'y a rien que l'on voit, on essaie tous de mettre une distance égale entre toutes les maisons et les points publics, donc des espaces collaboratifs",2,he
779,"Pour que tout le monde soit au même niveau - il n'y a pas de hiérarchie basée sur la distance, il n'y a rien que l'on voit, nous essayons tous de garder une distance égale entre toutes les maisons et les points publics, donc lieu collaboratif.",2,hi
780,"pour que tout le monde soit sur le même pied - il n'y a pas de hiérarchie à distance, rien que vous voyez, nous avons tous essayé d'être égaux dans chaque bâtiment et le contenu public est une coopération.",2,hmn
781,"pour que tout le monde soit égal - il n'y a pas de hiérarchie de distance, il n'y a rien que l'on puisse voir, nous essayons tous de créer une distance égale entre toutes les maisons et tous les points publics, c'est pourquoi des espaces collaboratifs",2,hu
782,"donc tout le monde est sur un pied d'égalité - il n'y a pas de hiérarchie par distance, vous ne voyez rien, nous essayons tous d'équilibrer toutes les maisons et tous les lieux publics, d'où un espace collaboratif",2,is
783,pour que tout le monde soit sur le même pied - il n'y a pas de dirigeants de loin rien vous voyez nous essayons tous de mettre l'égalité entre toutes les maisons et lieux publics donc un espace collaboratif.,2,ig
784,"donc tout le monde est sur un pied d'égalité - il n'y a pas de hiérarchie basée sur la distance, il n'y a pas de ce que l'on voit, nous essayons tous d'assurer la même distance entre tous les logements et les lieux publics, donc des espaces collaboratifs",2,id
785,pour que tout le monde soit sur le même pied - il n'y a pas de hiérarchie selon la distance on ne voit rien nous essayons tous d'équilibrer toutes les maisons et les points publics donc des espaces collaboratifs,2,ga
786,pour que tout le monde soit au même niveau - il n'y a pas de hiérarchie par distance on ne voit rien nous essayons tous de mettre une distance égale entre toutes les maisons et points publics et donc les espaces collaboratifs,2,it
787,"Tout le monde est donc sur la même longueur d’onde : il n’y a pas de hiérarchie basée sur la distance. Il n'y a rien de visible. Nous essayons tous de mettre une distance égale entre toutes les maisons et tous les lieux publics, devenant ainsi des espaces communs.",2,ja
788,"pour que tout le monde soit sur le même pied - il n'y a pas de hiérarchie avec la distance, on ne voit rien, on essaie tous de créer la même distance entre toutes les maisons et les points communs donc l'espace de collaboration",2,jw
789,"Donc tout le monde est sur le même pied - il n'y a pas de hiérarchie à distance, rien ne se voit, nous essayons tous de mettre une distance égale entre toutes les maisons et les points publics donc les espaces de collaboration.",2,kn
790,"pour que tout le monde soit sur le même pied - il n'y a pas de hiérarchie en termes de distance, on ne voit rien, nous essayons tous d'établir une distance égale entre toutes les maisons et les espaces publics, donc les espaces partagés",2,kk
791,"Vous êtes donc tous sur le même objectif - il n'y a pas de hiérarchie de distance, rien que vous voyez, nous essayons tous de mettre l'égalité entre toutes les maisons et tous les espaces publics, donc la collaboration",2,km
792,"Pour que tout le monde soit sur la même longueur d’onde – pas de hiérarchie basée sur la distance. Il n'y a rien de visible. Nous essayons tous de garder une distance égale entre toutes nos maisons et tous nos espaces publics. Ainsi, un espace collaboratif",2,ko
