,PAROLES,Dimension Dialogique,Domaine,Langue,Unnamed: 0.1,Unnamed: 0
752,qu'après on pourra utiliser l'énergie hydraulique pour euh,1,,bs,6684.0,8795.0
753,"oui, nous pouvons alors utiliser l'énergie hydraulique pour",1,,bg,6685.0,8796.0
754,"oui et non car ils ne font pas trois kilomètres pour déposer leurs enfants, mais c'est galère à la crèche pour enfin les récupérer",1,,af,6723.0,8892.0
755,"oui et non parce qu'ils n'ont pas à parcourir trois kilomètres pour déposer leurs enfants, mais c'est la galère à la garderie pour enfin les récupérer.",1,,sq,6724.0,8893.0
756,"Oui et non car ils n'ont pas besoin de faire trois kilomètres pour déposer leurs enfants, mais finalement c'est un problème à la crèche pour les récupérer.",1,,am,6725.0,8894.0
757,"Oui et non car ils ne font pas trois kilomètres pour déposer leurs enfants, mais les récupérer au bout est difficile à la crèche",1,,ar,6726.0,8895.0
758,"oui et non, car ils n'ont pas besoin de parcourir trois kilomètres pour déposer leurs enfants, mais c'est un défi à la crèche d'enfin les récupérer.",1,,hy,6727.0,8896.0
759,"oui et non, parce qu'ils ne doivent pas faire trois kilomètres à pied pour déposer leurs enfants, mais à la crèche c'est lourd de finalement les récupérer",1,,eu,6729.0,8898.0
760,"et oui et non, parce qu'ils ne font pas trois kilomètres pour déposer leurs enfants, mais à la crèche, enfin, les récupérer est un souci",1,,be,6730.0,8899.0
761,"Oui et non car ils n'ont pas à parcourir trois kilomètres pour déposer leurs enfants, mais une galère à la crèche pour les récupérer à la fin.",1,,bn,6731.0,8900.0
762,"oui et non car ils ne font pas trois kilomètres pour déposer leurs enfants, mais c'est galère à la crèche de finalement les récupérer",1,,bs,6732.0,8901.0
763,"oui et non, parce qu'ils ne font pas trois kilomètres pour déposer leurs enfants, mais c'est pénible à la crèche de les récupérer enfin",1,,bg,6733.0,8902.0
764,parce qu'en réalité tu payes environ 4 euros de l'heure ben oui c'est à l'heure et tu utilises autant que tu veux de ce qu'il y a et donc tu continues à travailler quand tu dois travailler tu vois un espace euh,1,,af,6819.0,8998.0
765,"parce qu'en fait tu payes genre 4 euros de l'heure, ben oui c'est à l'heure et tu utilises autant que tu veux de ce qui est disponible et donc tu restes au travail quand tu dois travailler tu regardes un espace euh",1,,sq,6820.0,8999.0
766,Parce qu'en réalité tu paies genre 4 euros de l'heure oui c'est par heure et tu utilises autant que tu veux et tu continues à travailler quand tu veux travailler tu vois où tu en es,1,,am,6821.0,9000.0
767,"Parce qu'en fait tu payes environ 4 euros de l'heure, enfin, c'est à l'heure et tu utilises autant que tu veux de ce qu'il y a, et donc tu restes en activité quand tu as besoin de travailler et que tu vois de l'espace euh",1,,ar,6822.0,9001.0
768,parce qu'en fait tu payes 4 euros de l'heure oui c'est une heure et tu utilises autant que tu veux de ce qu'il y a et donc tu restes travailler quand tu dois travailler tu vois de l'espace hein,1,,hy,6823.0,9002.0
769,en fait tu payes 4 euros de l'heure oui oui c'est à l'heure et tu utilises ce qu'il y a autant que tu veux et donc tu restes au travail quand tu dois travailler tu vois un espace hein,1,,eu,6825.0,9004.0
770,parce qu'en fait tu payes environ 4 euros de l'heure oui c'est à l'heure et tu utilises autant que tu veux de ce qu'il y a et donc tu restes au travail quand tu dois travailler tu vois un endroit euh,1,,be,6826.0,9005.0
771,Parce qu'en fait tu payes genre 4 euros de l'heure oui c'est à l'heure et tu utilises ce que tu veux autant que tu veux et donc tu vois un endroit quand tu veux travailler,1,,bn,6827.0,9006.0
772,"parce qu'en fait tu payes environ 4 euros de l'heure, donc oui, c'est à l'heure et tu utilises autant que tu veux, ce qui est disponible, et donc tu restes à travailler quand tu as besoin de travailler, vois l'espace euh",1,,bs,6828.0,9007.0
773,parce qu'en fait tu payes environ 4 euros de l'heure oui c'est à l'heure et tu utilises autant que tu veux de ce qu'il y a et donc tu restes à travailler quand tu dois travailler tu vois un endroit euh,1,,bg,6829.0,9008.0
774,après ça dépend combien de temps dure le panneau aussi s'il dure 300 ans,1,,af,6922.0,9104.0
775,après ça dépend combien de temps dure le panneau même si ça dure 300 ans,1,,sq,6923.0,9105.0
776,"Après cela, si le panneau dure 300 ans, il sera déterminé combien de temps il durera",1,,am,6924.0,9106.0
777,Après cela dépend aussi de la durée de vie de la peinture si elle dure 300 ans.,1,,ar,6925.0,9107.0
778,après cela dépend combien de temps le panneau durera également 300 ans,1,,hy,6926.0,9108.0
779,"après cela, peu importe la durée du panneau, s'il dure 300 ans",1,,eu,6928.0,9110.0
780,"après cela dépend de la durée de vie du panneau, même s'il dure 300 ans",1,,be,6929.0,9111.0
781,après cela dépend de la durée de vie du panneau et s'il dure 300 ans,1,,bs,6930.0,9113.0
782,alors cela dépend de la durée de vie du panneau et s'il dure 300 ans,1,,bg,6931.0,9114.0
783,ça ne marche pas très bien non plus,1,,af,6995.0,9210.0
784,Ça ne marche pas très bien,1,,am,6996.0,9212.0
785,Ça ne marche pas bien non plus,1,,ar,6997.0,9213.0
786,pour que ce soit juste,2,,af,7019.0,9316.0
787,pour arranger les choses,2,,sq,7020.0,9317.0
788,Être juste,2,,am,7021.0,9318.0
789,Pour le justifier,2,,bn,7023.0,9324.0
790,oui tout le monde te montre du doigt si tu prends trop d'eau tu vois,2,,af,7034.0,9422.0
791,oui tout le monde te montre du doigt si tu as trop d'eau tu vois,2,,sq,7035.0,9423.0
792,"Si vous buvez trop d’eau, tout le monde vous montrera du doigt",2,,am,7036.0,9424.0
793,"Oui, tout le monde vous montre du doigt si vous absorbez autant d’eau que vous en voyez.",2,,ar,7037.0,9425.0
794,"oui, tout le monde te montre du doigt si tu bois trop d'eau",2,,hy,7038.0,9426.0
795,"oui, tout le monde te montre du doigt si tu bois trop d'eau tu vois",2,,eu,7040.0,9428.0
796,"oui, tout le monde te montre du doigt si tu prends trop d'eau, tu vois",2,,be,7041.0,9429.0
797,Oui tout le monde te montre du doigt si tu bois trop d’eau,2,,bn,7042.0,9430.0
798,"que tout le monde te montre du doigt si tu bois trop d'eau, tu vois",2,,bs,7043.0,9431.0
799,nous parlons plutôt de la décision et de l'acceptabilité par tous,2,,af,7091.0,9528.0
800,on parle plutôt de décision et d'acceptation par tous,2,,sq,7092.0,9529.0
801,"Au lieu de cela, nous parlerons de la décision et de son acceptation par tous",2,,am,7093.0,9530.0
802,Nous parlons plutôt de la décision et de son acceptation par tous,2,,ar,7094.0,9531.0
803,nous parlons plutôt d'être décidé et accepté par tous,2,,hy,7095.0,9532.0
804,nous parlons plutôt de la décision et de l'acceptabilité de chacun,2,,eu,7097.0,9534.0
805,nous parlons plutôt d'une solution et d'une acceptabilité pour tous,2,,be,7098.0,9535.0
806,nous parlons plutôt de décision et d'acceptation par tous,2,,bs,7099.0,9537.0
807,nous parlons plutôt de la décision et de l'acceptation par tous,2,,bg,7100.0,9538.0
808,"et que vous l'avez choisi - enfin, pas voté dans ce cas mais",2,,af,7168.0,9634.0
809,"et que vous l'avez choisi - eh bien, vous ne l'avez pas voté dans ce cas, mais",2,,sq,7169.0,9635.0
810,"Et comme vous le souhaitez - eh bien, vous n'avez pas voté sur cette question, mais",2,,am,7170.0,9636.0
811,"Et vous l'avez choisi - eh bien, ce n'est pas voté dans ce cas cependant",2,,ar,7171.0,9637.0
812,"et que tu as choisi ça, eh bien, dans ce cas, tu n'as pas voté, mais",2,,hy,7172.0,9638.0
813,"et que tu as choisi - eh bien, dans ce cas, ne vote pas mais",2,,eu,7174.0,9640.0
814,"et pourquoi l'avez-vous choisi - eh bien, vous n'avez pas voté dans ce cas, mais",2,,be,7175.0,9641.0
815,"Et vous l'avez choisi - enfin, vous n'avez pas voté dans ce cas, mais",2,,bn,7176.0,9642.0
816,"et que tu as choisi ça - eh bien, il n'a pas voté dans ce cas mais",2,,bs,7177.0,9643.0
817,"et que vous l'avez choisi - enfin, vous n'avez pas voté dans cette affaire, mais",2,,bg,7178.0,9644.0
818,"en fait pour moi c'était un peu différent car il s'agit plutôt des dommages causés à l'environnement, de ce qu'on prend et de ce qu'on rejette",2,,af,7241.0,9740.0
819,"en fait, pour moi, c'était un peu différent car cela a plus à voir avec les dommages environnementaux, ce qu'il faut et ce qu'il rejette",2,,sq,7242.0,9741.0
820,"C'était en fait un peu différent pour moi car il s'agit davantage des dommages causés à l'environnement, de ce que l'on prend et de ce que l'on rejette.",2,,am,7243.0,9742.0
821,"En fait, c'était un peu différent pour moi car il s'agit davantage des dommages causés à l'environnement, de ce que l'on absorbe et de ce que l'on ne prend pas.",2,,ar,7244.0,9743.0
822,"En fait, c'était un peu différent pour moi car il s'agit davantage de dommages environnementaux, de ce qu'on accepte et de ce qu'on rejette.",2,,hy,7245.0,9744.0
823,"parce que pour moi, c'était un peu différent car il s'agit plus des dommages causés à l'environnement que de ce que l'on absorbe et de ce que l'on laisse de côté",2,,eu,7247.0,9746.0
824,"c'était en fait un peu différent pour moi car il s'agit plutôt de dommages environnementaux, de ce qu'on accepte et de ce qu'on rejette",2,,be,7248.0,9747.0
825,"En fait, pour moi, c'était un peu différent car il s'agit de dommages environnementaux, de ce qu'on accepte et de ce qu'on rejette.",2,,bn,7249.0,9748.0
826,"en fait pour moi c'était un peu différent car il s'agit plutôt de dommages environnementaux, de ce qu'on absorbe et de ce qu'on rejette",2,,bs,7250.0,9749.0
827,"c'était en fait un peu différent pour moi car il s'agit davantage des dommages environnementaux, de ce qu'on absorbe et de ce qu'on rejette",2,,bg,7251.0,9750.0
828,"oui, recycler et réduire la production de déchets, car par exemple pour les minimiser pour que parfois on n'ait même pas besoin de recycler au lieu d'avoir des emballages, il y a des emballages qui ne servent à rien, on ne va pas les utiliser, on ne le fait pas ne pas utiliser d'emballage et ensuite le recycler parce que le recyclage va avoir un coût, nous n'aurons pas d'emballage pour commencer",1,,af,7320.0,9846.0
829,"vous recyclez et minimisez la production de déchets parce que par exemple pour les minimiser pour qu'on n'ait même jamais besoin de recycler au lieu d'avoir des emballages euh il y a des emballages qui sont des déchets on va pas les utiliser on va pas utiliser d'emballages et puis recycler car le recyclage aura un coût, on n'aura pas d'emballage pour commencer",1,,sq,7321.0,9847.0
830,"Oui, pour recycler et réduire la production de déchets car, par exemple, au lieu d'avoir des emballages, pour réduire le besoin de recycler, il y a des emballages inutiles que l'on ne peut pas utiliser. Emballage puis recyclage parce que le recyclage a de la valeur, nous n'aurons pas d'emballage dans un premier temps.",1,,am,7322.0,9848.0
831,"Oui, recycler et réduire la production de déchets car par exemple pour les réduire pour qu'on n'ait pas besoin de recycler parfois à la place des emballages, il y a des emballages inutiles, on ne les utilisera pas, on n'utilisera pas d'emballages puis de recyclage car le recyclage aura un coût, nous ne le ferons pas Nous n'avons pas d'emballage au début",1,,ar,7323.0,9849.0
832,"oui, recycler et minimiser la production de déchets parce que, par exemple, pour les minimiser pour que parfois on n'ait même pas besoin de recycler, au lieu d'avoir des emballages, ouais, il y a des emballages qui ne servent à rien, on ne va pas les utiliser, nous n'allons pas utiliser d'emballages puis recycler car le retraitement entraînera des coûts, nous n'aurons pas d'emballage en premier lieu",1,,hy,7324.0,9850.0
833,"oui pour recycler et minimiser la production de déchets, par exemple, pour réduire, parfois au lieu d'avoir des emballages pour qu'il n'y ait pas besoin de recycler, il y a un contenant inutile on ne l'utilisera pas on ne l'utilisera pas. emballage puis recyclage, parce que le recyclage va coûter, au départ on n'aura pas d'emballage",1,,eu,7326.0,9852.0
834,"oui, recyclez et minimisez la production de déchets parce que j'aime les minimiser pour ne même pas avoir à recycler parfois au lieu d'emballer, euh l'emballage est inutile nous ne l'utiliserons pas nous n'utiliserons pas d'emballage, puis le recyclerons, car le recyclage aura frais, nous n'aurons pas l'emballage dès le début",1,,be,7327.0,9853.0
835,"oui recycler et réduire la production de déchets parce que par exemple pour les réduire pour qu'à la place des emballages on ait parfois besoin de recycler euh il y a des emballages qui ne servent à rien on ne va pas les utiliser on ne va pas utiliser des emballages et ensuite les recycler parce que recyclage Il va y avoir un coût à faire, on n'aura pas d'emballage pour commencer",1,,bn,7328.0,9854.0
836,"recycler et minimiser la production de déchets car par exemple les minimiser pour qu'on n'ait même pas besoin de recycler parfois au lieu d'avoir des emballages euh il y a des emballages qui ne servent à rien on ne l'utilisera pas on n'utilisera pas d'emballage alors recyclez-le parce que recycler aura un prix, nous n'aurons pas d'emballage au début",1,,bs,7329.0,9855.0
837,"oui recycler et minimiser la production de déchets parce que par exemple pour les minimiser donc même si on est pas obligé de recycler des fois au lieu d'avoir des emballages euh il y a des emballages qui ne servent à rien on ne les utilisera pas, on n'utilisera pas d'emballages et ensuite on les recyclera parce que le recyclage aura des coûts, nous n'aurons pas d'emballage en premier lieu",1,,bg,7330.0,9856.0
838,Pas avec tout le monde,2,,am,7423.0,9952.0
839,euh attends j'ai acheté cette machine à laver 800 balles l'année dernière ça m'énerve que tu viennes faire ta lessive tous les jours,2,,af,7436.0,9994.0
840,"Ugh attends, j'ai acheté cette machine à laver 800 balles l'année dernière, j'en ai marre que tu viennes laver tes vêtements tous les jours",2,,sq,7437.0,9995.0
841,"Attends, j'ai acheté cette machine à laver 800 balles l'année dernière. Ça m'énerve que tu viennes laver tes vêtements tous les jours.",2,,am,7438.0,9996.0
842,"Oh attends, j'ai acheté ce lave-balles 800 l'année dernière et ça me dérange que tu viennes laver tes vêtements tous les jours.",2,,ar,7439.0,9997.0
843,attends j'ai acheté cette machine à laver 800 balles l'année dernière ça m'énerve que tu viennes tous les jours faire ta lessive,2,,hy,7440.0,9998.0
844,"attends l'année dernière j'ai acheté cette machine à laver 800 billes, ça me dérange de venir faire la lessive tous les jours",2,,eu,7442.0,10000.0
845,euh attends j'ai acheté cette machine à laver 800 balles l'année dernière ça m'énerve que tu viennes faire la lessive tous les jours,2,,be,7443.0,10001.0
846,Oh attends j'ai acheté cette machine à laver 800 billes l'année dernière ça m'énerve que tu viennes faire ta lessive tous les jours,2,,bn,7444.0,10002.0
847,euh attends j'ai acheté cette machine à laver 800 balles l'année dernière et ça m'énerve que tu viennes faire la lessive tous les jours,2,,bs,7445.0,10003.0
848,Pas avec tout le monde,2,,ar,7514.0,9953.0
849,euh attends j'ai acheté cette machine à laver 800 balles l'année dernière ça m'énerve que tu viennes faire ta lessive tous les jours,2,,af,7527.0,9994.0
850,"Ugh attends, j'ai acheté cette machine à laver 800 balles l'année dernière, j'en ai marre que tu viennes laver tes vêtements tous les jours",2,,sq,7528.0,9995.0
851,"Attends, j'ai acheté cette machine à laver 800 balles l'année dernière. Ça m'énerve que tu viennes laver tes vêtements tous les jours.",2,,am,7529.0,9996.0
852,"Oh attends, j'ai acheté ce lave-balles 800 l'année dernière et ça me dérange que tu viennes laver tes vêtements tous les jours.",2,,ar,7530.0,9997.0
853,attends j'ai acheté cette machine à laver 800 balles l'année dernière ça m'énerve que tu viennes tous les jours faire ta lessive,2,,hy,7531.0,9998.0
854,"attends l'année dernière j'ai acheté cette machine à laver 800 billes, ça me dérange de venir faire la lessive tous les jours",2,,eu,7533.0,10000.0
855,euh attends j'ai acheté cette machine à laver 800 balles l'année dernière ça m'énerve que tu viennes faire la lessive tous les jours,2,,be,7534.0,10001.0
856,Oh attends j'ai acheté cette machine à laver 800 billes l'année dernière ça m'énerve que tu viennes faire ta lessive tous les jours,2,,bn,7535.0,10002.0
857,euh attends j'ai acheté cette machine à laver 800 balles l'année dernière et ça m'énerve que tu viennes faire la lessive tous les jours,2,,bs,7536.0,10003.0
858,Pas avec tout le monde,2,,bn,7606.0,9954.0
859,euh attends j'ai acheté cette machine à laver 800 balles l'année dernière ça m'énerve que tu viennes faire ta lessive tous les jours,2,,af,7619.0,9994.0
860,"Ugh attends, j'ai acheté cette machine à laver 800 balles l'année dernière, j'en ai marre que tu viennes laver tes vêtements tous les jours",2,,sq,7620.0,9995.0
861,"Attends, j'ai acheté cette machine à laver 800 balles l'année dernière. Ça m'énerve que tu viennes laver tes vêtements tous les jours.",2,,am,7621.0,9996.0
862,"Oh attends, j'ai acheté ce lave-balles 800 l'année dernière et ça me dérange que tu viennes laver tes vêtements tous les jours.",2,,ar,7622.0,9997.0
863,attends j'ai acheté cette machine à laver 800 balles l'année dernière ça m'énerve que tu viennes tous les jours faire ta lessive,2,,hy,7623.0,9998.0
864,"attends l'année dernière j'ai acheté cette machine à laver 800 billes, ça me dérange de venir faire la lessive tous les jours",2,,eu,7625.0,10000.0
865,euh attends j'ai acheté cette machine à laver 800 balles l'année dernière ça m'énerve que tu viennes faire la lessive tous les jours,2,,be,7626.0,10001.0
866,Oh attends j'ai acheté cette machine à laver 800 billes l'année dernière ça m'énerve que tu viennes faire ta lessive tous les jours,2,,bn,7627.0,10002.0
867,euh attends j'ai acheté cette machine à laver 800 balles l'année dernière et ça m'énerve que tu viennes faire la lessive tous les jours,2,,bs,7628.0,10003.0
868,euh attends j'ai acheté cette machine à laver 800 balles l'année dernière ça m'énerve que tu viennes faire ta lessive tous les jours,2,,af,7712.0,9994.0
869,"Ugh attends, j'ai acheté cette machine à laver 800 balles l'année dernière, j'en ai marre que tu viennes laver tes vêtements tous les jours",2,,sq,7713.0,9995.0
870,"Attends, j'ai acheté cette machine à laver 800 balles l'année dernière. Ça m'énerve que tu viennes laver tes vêtements tous les jours.",2,,am,7714.0,9996.0
871,"Oh attends, j'ai acheté ce lave-balles 800 l'année dernière et ça me dérange que tu viennes laver tes vêtements tous les jours.",2,,ar,7715.0,9997.0
872,attends j'ai acheté cette machine à laver 800 balles l'année dernière ça m'énerve que tu viennes tous les jours faire ta lessive,2,,hy,7716.0,9998.0
873,"attends l'année dernière j'ai acheté cette machine à laver 800 billes, ça me dérange de venir faire la lessive tous les jours",2,,eu,7718.0,10000.0
874,euh attends j'ai acheté cette machine à laver 800 balles l'année dernière ça m'énerve que tu viennes faire la lessive tous les jours,2,,be,7719.0,10001.0
875,Oh attends j'ai acheté cette machine à laver 800 billes l'année dernière ça m'énerve que tu viennes faire ta lessive tous les jours,2,,bn,7720.0,10002.0
876,euh attends j'ai acheté cette machine à laver 800 balles l'année dernière et ça m'énerve que tu viennes faire la lessive tous les jours,2,,bs,7721.0,10003.0
877,euh attends j'ai acheté cette machine à laver 800 balles l'année dernière ça m'énerve que tu viennes faire ta lessive tous les jours,2,,af,7806.0,9994.0
878,"Ugh attends, j'ai acheté cette machine à laver 800 balles l'année dernière, j'en ai marre que tu viennes laver tes vêtements tous les jours",2,,sq,7807.0,9995.0
879,"Attends, j'ai acheté cette machine à laver 800 balles l'année dernière. Ça m'énerve que tu viennes laver tes vêtements tous les jours.",2,,am,7808.0,9996.0
880,"Oh attends, j'ai acheté ce lave-balles 800 l'année dernière et ça me dérange que tu viennes laver tes vêtements tous les jours.",2,,ar,7809.0,9997.0
881,attends j'ai acheté cette machine à laver 800 balles l'année dernière ça m'énerve que tu viennes tous les jours faire ta lessive,2,,hy,7810.0,9998.0
882,"attends l'année dernière j'ai acheté cette machine à laver 800 billes, ça me dérange de venir faire la lessive tous les jours",2,,eu,7812.0,10000.0
883,euh attends j'ai acheté cette machine à laver 800 balles l'année dernière ça m'énerve que tu viennes faire la lessive tous les jours,2,,be,7813.0,10001.0
884,Oh attends j'ai acheté cette machine à laver 800 billes l'année dernière ça m'énerve que tu viennes faire ta lessive tous les jours,2,,bn,7814.0,10002.0
885,euh attends j'ai acheté cette machine à laver 800 balles l'année dernière et ça m'énerve que tu viennes faire la lessive tous les jours,2,,bs,7815.0,10003.0
886,euh attends j'ai acheté cette machine à laver 800 balles l'année dernière ça m'énerve que tu viennes faire ta lessive tous les jours,2,,af,7899.0,9994.0
887,"Ugh attends, j'ai acheté cette machine à laver 800 balles l'année dernière, j'en ai marre que tu viennes laver tes vêtements tous les jours",2,,sq,7900.0,9995.0
888,"Attends, j'ai acheté cette machine à laver 800 balles l'année dernière. Ça m'énerve que tu viennes laver tes vêtements tous les jours.",2,,am,7901.0,9996.0
889,"Oh attends, j'ai acheté ce lave-balles 800 l'année dernière et ça me dérange que tu viennes laver tes vêtements tous les jours.",2,,ar,7902.0,9997.0
890,attends j'ai acheté cette machine à laver 800 balles l'année dernière ça m'énerve que tu viennes tous les jours faire ta lessive,2,,hy,7903.0,9998.0
891,"attends l'année dernière j'ai acheté cette machine à laver 800 billes, ça me dérange de venir faire la lessive tous les jours",2,,eu,7905.0,10000.0
892,euh attends j'ai acheté cette machine à laver 800 balles l'année dernière ça m'énerve que tu viennes faire la lessive tous les jours,2,,be,7906.0,10001.0
893,Oh attends j'ai acheté cette machine à laver 800 billes l'année dernière ça m'énerve que tu viennes faire ta lessive tous les jours,2,,bn,7907.0,10002.0
894,euh attends j'ai acheté cette machine à laver 800 balles l'année dernière et ça m'énerve que tu viennes faire la lessive tous les jours,2,,bs,7908.0,10003.0
895,euh attends j'ai acheté cette machine à laver 800 balles l'année dernière ça m'énerve que tu viennes faire ta lessive tous les jours,2,,af,7992.0,9994.0
896,"Ugh attends, j'ai acheté cette machine à laver 800 balles l'année dernière, j'en ai marre que tu viennes laver tes vêtements tous les jours",2,,sq,7993.0,9995.0
897,"Attends, j'ai acheté cette machine à laver 800 balles l'année dernière. Ça m'énerve que tu viennes laver tes vêtements tous les jours.",2,,am,7994.0,9996.0
898,"Oh attends, j'ai acheté ce lave-balles 800 l'année dernière et ça me dérange que tu viennes laver tes vêtements tous les jours.",2,,ar,7995.0,9997.0
899,attends j'ai acheté cette machine à laver 800 balles l'année dernière ça m'énerve que tu viennes tous les jours faire ta lessive,2,,hy,7996.0,9998.0
900,"attends l'année dernière j'ai acheté cette machine à laver 800 billes, ça me dérange de venir faire la lessive tous les jours",2,,eu,7998.0,10000.0
901,euh attends j'ai acheté cette machine à laver 800 balles l'année dernière ça m'énerve que tu viennes faire la lessive tous les jours,2,,be,7999.0,10001.0
902,Oh attends j'ai acheté cette machine à laver 800 billes l'année dernière ça m'énerve que tu viennes faire ta lessive tous les jours,2,,bn,8000.0,10002.0
903,euh attends j'ai acheté cette machine à laver 800 balles l'année dernière et ça m'énerve que tu viennes faire la lessive tous les jours,2,,bs,8001.0,10003.0
904,euh attends j'ai acheté cette machine à laver 800 balles l'année dernière ça m'énerve que tu viennes faire ta lessive tous les jours,2,,af,8086.0,9994.0
905,"Ugh attends, j'ai acheté cette machine à laver 800 balles l'année dernière, j'en ai marre que tu viennes laver tes vêtements tous les jours",2,,sq,8087.0,9995.0
906,"Attends, j'ai acheté cette machine à laver 800 balles l'année dernière. Ça m'énerve que tu viennes laver tes vêtements tous les jours.",2,,am,8088.0,9996.0
907,"Oh attends, j'ai acheté ce lave-balles 800 l'année dernière et ça me dérange que tu viennes laver tes vêtements tous les jours.",2,,ar,8089.0,9997.0
908,attends j'ai acheté cette machine à laver 800 balles l'année dernière ça m'énerve que tu viennes tous les jours faire ta lessive,2,,hy,8090.0,9998.0
909,"attends l'année dernière j'ai acheté cette machine à laver 800 billes, ça me dérange de venir faire la lessive tous les jours",2,,eu,8092.0,10000.0
910,euh attends j'ai acheté cette machine à laver 800 balles l'année dernière ça m'énerve que tu viennes faire la lessive tous les jours,2,,be,8093.0,10001.0
911,Oh attends j'ai acheté cette machine à laver 800 billes l'année dernière ça m'énerve que tu viennes faire ta lessive tous les jours,2,,bn,8094.0,10002.0
912,euh attends j'ai acheté cette machine à laver 800 balles l'année dernière et ça m'énerve que tu viennes faire la lessive tous les jours,2,,bs,8095.0,10003.0
913,euh attends j'ai acheté cette machine à laver 800 balles l'année dernière ça m'énerve que tu viennes faire ta lessive tous les jours,2,,af,8181.0,9994.0
914,"Ugh attends, j'ai acheté cette machine à laver 800 balles l'année dernière, j'en ai marre que tu viennes laver tes vêtements tous les jours",2,,sq,8182.0,9995.0
915,"Attends, j'ai acheté cette machine à laver 800 balles l'année dernière. Ça m'énerve que tu viennes laver tes vêtements tous les jours.",2,,am,8183.0,9996.0
916,"Oh attends, j'ai acheté ce lave-balles 800 l'année dernière et ça me dérange que tu viennes laver tes vêtements tous les jours.",2,,ar,8184.0,9997.0
917,attends j'ai acheté cette machine à laver 800 balles l'année dernière ça m'énerve que tu viennes tous les jours faire ta lessive,2,,hy,8185.0,9998.0
918,"attends l'année dernière j'ai acheté cette machine à laver 800 billes, ça me dérange de venir faire la lessive tous les jours",2,,eu,8187.0,10000.0
919,euh attends j'ai acheté cette machine à laver 800 balles l'année dernière ça m'énerve que tu viennes faire la lessive tous les jours,2,,be,8188.0,10001.0
920,Oh attends j'ai acheté cette machine à laver 800 billes l'année dernière ça m'énerve que tu viennes faire ta lessive tous les jours,2,,bn,8189.0,10002.0
921,euh attends j'ai acheté cette machine à laver 800 balles l'année dernière et ça m'énerve que tu viennes faire la lessive tous les jours,2,,bs,8190.0,10003.0
922,"ce n'est pas un pouvoir des choses, cela ne crée pas une hiérarchie de pouvoirs que vous comprenez",2,,af,8265.0,10100.0
923,"ce n'est pas un pouvoir des choses, ce n'est pas la création d'une hiérarchie de pouvoirs qui comprend",2,,sq,8266.0,10101.0
924,Ce n’est pas le pouvoir des choses de créer une hiérarchie que vous comprenez.,2,,am,8267.0,10102.0
925,"Ce n'est pas le pouvoir des choses, et cela ne crée pas non plus une hiérarchie de pouvoirs que vous comprenez.",2,,ar,8268.0,10103.0
926,"ce n'est pas le pouvoir des choses, ce n'est pas la hiérarchie des pouvoirs que tu comprends",2,,hy,8269.0,10104.0
927,ce n'est pas le pouvoir des choses qui crée une hiérarchie de pouvoirs comme tu comprends,2,,eu,8271.0,10106.0
928,"ce n'est pas le pouvoir des choses, ce n'est pas la création d'une hiérarchie de pouvoir comme tu comprends",2,,be,8272.0,10107.0
929,"Ce n'est pas le pouvoir des choses, ça ne crée pas une hiérarchie de pouvoir que tu comprends",2,,bn,8273.0,10108.0
930,"ce n'est pas une force des choses, ce n'est pas la création d'une hiérarchie de forces que vous comprenez",2,,bg,8274.0,10110.0
931,"c'est euh, c'est difficile parce que les gens ont des emplois tellement différents, je veux dire, nous avons des emplois tellement différents",1,,af,8335.0,10206.0
932,"C'est difficile parce que les gens ont des emplois tellement différents, je veux dire, nous avons des emplois tellement différents",1,,sq,8336.0,10207.0
933,"Oh, c'est difficile parce que les gens ont des emplois différents, je veux dire que nous avons des emplois différents.",1,,am,8337.0,10208.0
934,"C'est difficile parce que les gens ont des emplois différents, je veux dire, nous avons des emplois différents",1,,ar,8338.0,10209.0
935,"C'est difficile parce que les gens ont des emplois différents, je veux dire, nous avons des emplois tellement différents",1,,bn,8340.0,10214.0
936,"c'est difficile parce que les gens ont tellement d'emplois différents, je veux dire, nous avons tellement d'emplois différents",1,,bg,8341.0,10216.0
937,le principe c'est pas de faire ça mais c'est juste de dire qu'on peut trouver un moyen de sensibiliser les gens à leur consommation d'énergie tu vois je te dis pas d'aller chercher de l'eau à un puits qui est complètement,2,,af,8383.0,10312.0
938,"le principe c'est pas de faire ça, mais c'est juste de dire que ben on peut trouver un moyen de sensibiliser les gens à leur consommation d'énergie, tu vois je te dis pas d'aller chercher de l'eau au puits, c'est complètement",2,,sq,8384.0,10313.0
939,"Le principe n'est pas de faire ça, mais juste de dire qu'on va trouver un bon moyen de sensibiliser les gens à leur consommation d'énergie.",2,,am,8385.0,10314.0
940,"Le principe n'est pas de faire ça mais juste de dire qu'on peut trouver un moyen de sensibiliser les gens à leur consommation d'énergie. Vous voyez, je ne vous dis pas d'aller chercher de l'eau au puits, c'est tout à fait normal.",2,,ar,8386.0,10315.0
941,"Le principe c'est pas de faire ça, c'est juste de dire qu'on peut trouver un moyen de sensibiliser les gens à leur consommation d'énergie, tu vois, je ne te dis pas d'aller chercher de l'eau au puits, c'est totalement",2,,hy,8387.0,10316.0
942,le principe c'est pas de faire ça mais c'est juste pour dire bon tu vois on peut trouver un moyen de sensibiliser les gens à leur consommation d'énergie je ne te dis pas d'aller chercher l'eau au puits complètement,2,,eu,8389.0,10318.0
